Year,Ref,Score,Team
2013,Chris Rooney,2,Detroit Red Wings
2013,Rob Martell,4,Columbus Blue Jackets
2013,Rob Martell,2,Detroit Red Wings
2013,Francois St-Laurent,4,Chicago Blackhawks
2013,Francois St-Laurent,2,Dallas Stars
2013,Tim Peel,4,Chicago Blackhawks
2013,Tim Peel,2,Dallas Stars
2013,Kevin Pollock,4,Colorado Avalanche
2013,Kevin Pollock,4,Nashville Predators
2013,Steve Kozari,4,Colorado Avalanche
2013,Steve Kozari,4,Nashville Predators
2013,Brian Pochmara,2,Edmonton Oilers
2013,Brian Pochmara,5,San Jose Sharks
2013,Dean Morton,2,Edmonton Oilers
2013,Dean Morton,5,San Jose Sharks
2013,Justin St. Pierre ,2,Minnesota Wild
2013,Justin St. Pierre ,5,Vancouver Canucks
2013,Mike Leggo,2,Minnesota Wild
2013,Mike Leggo,5,Vancouver Canucks
2013,Dan O'Halloran,3,New York Rangers
2013,Dan O'Halloran,1,Philadelphia Flyers
2013,Don VanMassenhoven,3,New York Rangers
2013,Don VanMassenhoven,1,Philadelphia Flyers
2013,Dave Jackson,3,Anaheim Ducks
2013,Dave Jackson,2,Calgary Flames
2013,Dean Morton,3,Anaheim Ducks
2013,Dean Morton,2,Calgary Flames
2013,Ian Walsh,3,Boston Bruins
2013,Ian Walsh,0,Chicago Blackhawks
2013,Kelly Sutherland,3,Boston Bruins
2013,Kelly Sutherland,0,Chicago Blackhawks
2013,Francois St-Laurent,2,New Jersey Devils
2013,Francois St-Laurent,2,Phoenix Coyotes
2013,Frederick L'Ecuyer,2,New Jersey Devils
2013,Frederick L'Ecuyer,2,Phoenix Coyotes
2013,Justin St. Pierre ,3,Los Angeles Kings
2013,Justin St. Pierre ,2,Pittsburgh Penguins
2013,Steve Kozari,3,Los Angeles Kings
2013,Steve Kozari,2,Pittsburgh Penguins
2013,Dan O'Rourke,4,Detroit Red Wings
2013,Dan O'Rourke,5,Montréal Canadiens
2013,Dennis LaRue,4,Detroit Red Wings
2013,Dennis LaRue,5,Montréal Canadiens
2013,Chris Rooney,2,New York Islanders
2013,Chris Rooney,2,Tampa Bay Lightning
2013,Rob Martell,2,New York Islanders
2013,Rob Martell,2,Tampa Bay Lightning
2013,Greg Kimmerly,3,Carolina Hurricanes
2013,Greg Kimmerly,0,Florida Panthers
2013,Jean Hebert,3,Carolina Hurricanes
2013,Jean Hebert,0,Florida Panthers
2013,Gord Dwyer,1,Minnesota Wild
2013,Gord Dwyer,5,St. Louis Blues
2013,Paul Devorski,1,Minnesota Wild
2013,Paul Devorski,5,St. Louis Blues
2013,Kyle Rehman,1,Buffalo Sabres
2013,Kyle Rehman,6,Nashville Predators
2013,Tim Peel,1,Buffalo Sabres
2013,Tim Peel,6,Nashville Predators
2013,Brian Pochmara,3,Colorado Avalanche
2013,Brian Pochmara,2,Vancouver Canucks
2013,Wes McCauley,3,Colorado Avalanche
2013,Wes McCauley,2,Vancouver Canucks
2013,Brad Watson,3,San Jose Sharks
2013,Brad Watson,4,Winnipeg Jets
2013,Ghislain Hebert,3,San Jose Sharks
2013,Ghislain Hebert,4,Winnipeg Jets
2013,Ian Walsh,4,Philadelphia Flyers
2013,Ian Walsh,2,Toronto Maple Leafs
2013,Steve Kozari,4,Philadelphia Flyers
2013,Steve Kozari,2,Toronto Maple Leafs
2013,Brad Meier,1,Columbus Blue Jackets
2013,Brad Meier,2,Pittsburgh Penguins
2013,Dennis LaRue,1,Columbus Blue Jackets
2013,Dennis LaRue,2,Pittsburgh Penguins
2013,Kelly Sutherland,3,Chicago Blackhawks
2013,Kelly Sutherland,5,Ottawa Senators
2013,Marc Joannette,3,Chicago Blackhawks
2013,Marc Joannette,5,Ottawa Senators
2013,Francis Charron,7,Dallas Stars
2013,Francis Charron,3,Nashville Predators
2013,Paul Devorski,7,Dallas Stars
2013,Paul Devorski,3,Nashville Predators
2013,Mike Leggo,4,Calgary Flames
2013,Mike Leggo,3,New York Rangers
2013,Tom Kowal,4,Calgary Flames
2013,Tom Kowal,3,New York Rangers
2013,Dean Morton,3,Anaheim Ducks
2013,Dean Morton,4,Edmonton Oilers
2013,Eric Furlatt,3,Anaheim Ducks
2013,Eric Furlatt,4,Edmonton Oilers
2013,Frederick L'Ecuyer,4,Boston Bruins
2013,Frederick L'Ecuyer,2,Washington Capitals
2013,Tim Peel,4,Boston Bruins
2013,Tim Peel,2,Washington Capitals
2013,Chris Lee,3,Colorado Avalanche
2013,Chris Lee,2,San Jose Sharks
2013,Gord Dwyer,3,Colorado Avalanche
2013,Gord Dwyer,2,San Jose Sharks
2013,Dave Jackson,3,Buffalo Sabres
2013,Dave Jackson,4,Tampa Bay Lightning
2013,Jean Hebert,3,Buffalo Sabres
2013,Jean Hebert,4,Tampa Bay Lightning
2013,Brad Meier,4,Detroit Red Wings
2013,Brad Meier,2,Toronto Maple Leafs
2013,Francois St-Laurent,4,Detroit Red Wings
2013,Francois St-Laurent,2,Toronto Maple Leafs
2013,Chris Rooney,1,Florida Panthers
2013,Chris Rooney,4,Montréal Canadiens
2013,Rob Martell,1,Florida Panthers
2013,Rob Martell,4,Montréal Canadiens
2013,Kevin Pollock,1,New Jersey Devils
2013,Kevin Pollock,1,New York Islanders
2013,Kyle Rehman,1,New Jersey Devils
2013,Kyle Rehman,1,New York Islanders
2013,Dan O'Rourke,2,Carolina Hurricanes
2013,Dan O'Rourke,3,Columbus Blue Jackets
2013,Greg Kimmerly,2,Carolina Hurricanes
2013,Greg Kimmerly,3,Columbus Blue Jackets
2013,Don VanMassenhoven,4,Dallas Stars
2013,Don VanMassenhoven,2,St. Louis Blues
2013,Wes McCauley,4,Dallas Stars
2013,Wes McCauley,2,St. Louis Blues
2013,Brad Watson,3,Minnesota Wild
2013,Brad Watson,1,Phoenix Coyotes
2013,Brian Pochmara,3,Minnesota Wild
2013,Brian Pochmara,1,Phoenix Coyotes
2013,Eric Furlatt,5,Anaheim Ducks
2013,Eric Furlatt,1,Vancouver Canucks
2013,Mike Leggo,5,Anaheim Ducks
2013,Mike Leggo,1,Vancouver Canucks
2013,Dan O'Halloran,4,Los Angeles Kings
2013,Dan O'Halloran,2,Winnipeg Jets
2013,Ghislain Hebert,4,Los Angeles Kings
2013,Ghislain Hebert,2,Winnipeg Jets
2013,Jean Hebert,3,Calgary Flames
2013,Jean Hebert,6,Ottawa Senators
2013,Steve Kozari,3,Calgary Flames
2013,Steve Kozari,6,Ottawa Senators
2013,Kelly Sutherland,3,Detroit Red Wings
2013,Kelly Sutherland,2,Tampa Bay Lightning
2013,Wes McCauley,3,Detroit Red Wings
2013,Wes McCauley,2,Tampa Bay Lightning
2013,Dennis LaRue,3,Boston Bruins
2013,Dennis LaRue,3,Philadelphia Flyers
2013,Tim Peel,3,Boston Bruins
2013,Tim Peel,3,Philadelphia Flyers
2013,Dan O'Rourke,1,Chicago Blackhawks
2013,Dan O'Rourke,4,Pittsburgh Penguins
2013,Ian Walsh,1,Chicago Blackhawks
2013,Ian Walsh,4,Pittsburgh Penguins
2013,Don VanMassenhoven,3,Nashville Predators
2013,Don VanMassenhoven,3,Washington Capitals
2013,Paul Devorski,3,Nashville Predators
2013,Paul Devorski,3,Washington Capitals
2013,Eric Furlatt,0,Edmonton Oilers
2013,Eric Furlatt,5,New York Rangers
2013,Justin St. Pierre ,0,Edmonton Oilers
2013,Justin St. Pierre ,5,New York Rangers
2013,Kevin Pollock,1,Carolina Hurricanes
2013,Kevin Pollock,1,Ottawa Senators
2013,Rob Martell,1,Carolina Hurricanes
2013,Rob Martell,1,Ottawa Senators
2013,Brad Meier,3,Florida Panthers
2013,Brad Meier,6,New Jersey Devils
2013,Ian Walsh,3,Florida Panthers
2013,Ian Walsh,6,New Jersey Devils
2013,Dan O'Halloran,5,Anaheim Ducks
2013,Dan O'Halloran,4,Winnipeg Jets
2013,Tom Kowal,5,Anaheim Ducks
2013,Tom Kowal,4,Winnipeg Jets
2013,Brad Watson,2,Los Angeles Kings
2013,Brad Watson,3,Minnesota Wild
2013,Mike Leggo,2,Los Angeles Kings
2013,Mike Leggo,3,Minnesota Wild
2013,Francois St-Laurent,2,Buffalo Sabres
2013,Francois St-Laurent,2,New Jersey Devils
2013,Steve Kozari,2,Buffalo Sabres
2013,Steve Kozari,2,New Jersey Devils
2013,Dean Morton,2,Calgary Flames
2013,Dean Morton,3,Toronto Maple Leafs
2013,Kevin Pollock,2,Calgary Flames
2013,Kevin Pollock,3,Toronto Maple Leafs
2013,Furman Furman,2,Florida Panthers
2013,Furman Furman,4,New York Islanders
2013,Greg Kimmerly,2,Florida Panthers
2013,Greg Kimmerly,4,New York Islanders
2013,Marc Joannette,4,Carolina Hurricanes
2013,Marc Joannette,1,Pittsburgh Penguins
2013,Rob Martell,4,Carolina Hurricanes
2013,Rob Martell,1,Pittsburgh Penguins
2013,Dennis LaRue,5,Dallas Stars
2013,Dennis LaRue,0,Washington Capitals
2013,Jean Hebert,5,Dallas Stars
2013,Jean Hebert,0,Washington Capitals
2013,Kelly Sutherland,3,Colorado Avalanche
2013,Kelly Sutherland,2,Columbus Blue Jackets
2013,Paul Devorski,3,Colorado Avalanche
2013,Paul Devorski,2,Columbus Blue Jackets
2013,Brian Pochmara,1,Montréal Canadiens
2013,Brian Pochmara,3,Tampa Bay Lightning
2013,Chris Lee,1,Montréal Canadiens
2013,Chris Lee,3,Tampa Bay Lightning
2013,Don VanMassenhoven,0,Philadelphia Flyers
2013,Don VanMassenhoven,0,St. Louis Blues
2013,Tim Peel,0,Philadelphia Flyers
2013,Tim Peel,0,St. Louis Blues
2013,Justin St. Pierre ,3,New York Rangers
2013,Justin St. Pierre ,1,Vancouver Canucks
2013,Wes McCauley,3,New York Rangers
2013,Wes McCauley,1,Vancouver Canucks
2013,Dan O'Rourke,1,Phoenix Coyotes
2013,Dan O'Rourke,1,Winnipeg Jets
2013,Frederick L'Ecuyer,1,Phoenix Coyotes
2013,Frederick L'Ecuyer,1,Winnipeg Jets
2013,Graham Skilliter,4,Edmonton Oilers
2013,Graham Skilliter,5,San Jose Sharks
2013,Tom Kowal,4,Edmonton Oilers
2013,Tom Kowal,5,San Jose Sharks
2013,Dave Jackson,2,New York Islanders
2013,Dave Jackson,1,Ottawa Senators
2013,Dennis LaRue,2,New York Islanders
2013,Dennis LaRue,1,Ottawa Senators
2013,Chris Rooney,2,Boston Bruins
2013,Chris Rooney,3,Detroit Red Wings
2013,Steve Kozari,2,Boston Bruins
2013,Steve Kozari,3,Detroit Red Wings
2013,Brad Watson,3,Anaheim Ducks
2013,Brad Watson,2,Edmonton Oilers
2013,Frederick L'Ecuyer,3,Anaheim Ducks
2013,Frederick L'Ecuyer,2,Edmonton Oilers
2013,Dan O'Halloran,4,Los Angeles Kings
2013,Dan O'Halloran,0,Phoenix Coyotes
2013,Kyle Rehman,4,Los Angeles Kings
2013,Kyle Rehman,0,Phoenix Coyotes
2013,Marc Joannette,3,Boston Bruins
2013,Marc Joannette,4,Toronto Maple Leafs
2013,Rob Martell,3,Boston Bruins
2013,Rob Martell,4,Toronto Maple Leafs
2013,Dave Jackson,2,Columbus Blue Jackets
2013,Dave Jackson,0,Philadelphia Flyers
2013,Gord Dwyer,2,Columbus Blue Jackets
2013,Gord Dwyer,0,Philadelphia Flyers
2013,Dean Morton,4,Carolina Hurricanes
2013,Dean Morton,1,Dallas Stars
2013,Tim Peel,4,Carolina Hurricanes
2013,Tim Peel,1,Dallas Stars
2013,Chris Lee,4,Calgary Flames
2013,Chris Lee,1,Tampa Bay Lightning
2013,Kelly Sutherland,4,Calgary Flames
2013,Kelly Sutherland,1,Tampa Bay Lightning
2013,Chris Rooney,2,Chicago Blackhawks
2013,Chris Rooney,2,Minnesota Wild
2013,Francois St-Laurent,2,Chicago Blackhawks
2013,Francois St-Laurent,2,Minnesota Wild
2013,Brian Pochmara,1,Buffalo Sabres
2013,Brian Pochmara,2,St. Louis Blues
2013,Francis Charron,1,Buffalo Sabres
2013,Francis Charron,2,St. Louis Blues
2013,Ghislain Hebert,4,Pittsburgh Penguins
2013,Ghislain Hebert,2,Winnipeg Jets
2013,Mike Leggo,4,Pittsburgh Penguins
2013,Mike Leggo,2,Winnipeg Jets
2013,Kevin Pollock,2,Colorado Avalanche
2013,Kevin Pollock,2,New York Rangers
2013,Tom Kowal,2,Colorado Avalanche
2013,Tom Kowal,2,New York Rangers
2013,Dan O'Rourke,1,Los Angeles Kings
2013,Dan O'Rourke,2,San Jose Sharks
2013,Kyle Rehman,1,Los Angeles Kings
2013,Kyle Rehman,2,San Jose Sharks
2013,Francois St-Laurent,7,Montréal Canadiens
2013,Francois St-Laurent,4,Ottawa Senators
2013,Wes McCauley,7,Montréal Canadiens
2013,Wes McCauley,4,Ottawa Senators
2013,Francis Charron,4,Chicago Blackhawks
2013,Francis Charron,3,Columbus Blue Jackets
2013,Paul Devorski,4,Chicago Blackhawks
2013,Paul Devorski,3,Columbus Blue Jackets
2013,Don VanMassenhoven,2,Buffalo Sabres
2013,Don VanMassenhoven,3,Detroit Red Wings
2013,Marc Joannette,2,Buffalo Sabres
2013,Marc Joannette,3,Detroit Red Wings
2013,Chris Lee,2,Calgary Flames
2013,Chris Lee,1,Florida Panthers
2013,Mark Lemelin,2,Calgary Flames
2013,Mark Lemelin,1,Florida Panthers
2013,Eric Furlatt,2,New Jersey Devils
2013,Eric Furlatt,1,Washington Capitals
2013,Gord Dwyer,2,New Jersey Devils
2013,Gord Dwyer,1,Washington Capitals
2013,Dan O'Rourke,2,Edmonton Oilers
2013,Dan O'Rourke,2,Phoenix Coyotes
2013,Frederick L'Ecuyer,2,Edmonton Oilers
2013,Frederick L'Ecuyer,2,Phoenix Coyotes
2013,Dan O'Halloran,2,Anaheim Ducks
2013,Dan O'Halloran,5,Nashville Predators
2013,Ian Walsh,2,Anaheim Ducks
2013,Ian Walsh,5,Nashville Predators
2013,Brian Pochmara,5,Boston Bruins
2013,Brian Pochmara,2,Philadelphia Flyers
2013,Jean Hebert,5,Boston Bruins
2013,Jean Hebert,2,Philadelphia Flyers
2013,Chris Rooney,4,Colorado Avalanche
2013,Chris Rooney,0,St. Louis Blues
2013,Justin St. Pierre ,4,Colorado Avalanche
2013,Justin St. Pierre ,0,St. Louis Blues
2013,Dave Jackson,3,New York Islanders
2013,Dave Jackson,3,Washington Capitals
2013,Dean Morton,3,New York Islanders
2013,Dean Morton,3,Washington Capitals
2013,Tim Peel,2,Toronto Maple Leafs
2013,Tim Peel,4,Winnipeg Jets
2013,Wes McCauley,2,Toronto Maple Leafs
2013,Wes McCauley,4,Winnipeg Jets
2013,Brad Watson,3,Detroit Red Wings
2013,Brad Watson,5,Montréal Canadiens
2013,Rob Martell,3,Detroit Red Wings
2013,Rob Martell,5,Montréal Canadiens
2013,Mike Leggo,5,Dallas Stars
2013,Mike Leggo,2,Tampa Bay Lightning
2013,Steve Kozari,5,Dallas Stars
2013,Steve Kozari,2,Tampa Bay Lightning
2013,Greg Kimmerly,2,New York Rangers
2013,Greg Kimmerly,3,Ottawa Senators
2013,Paul Devorski,2,New York Rangers
2013,Paul Devorski,3,Ottawa Senators
2013,Brad Meier,1,Carolina Hurricanes
2013,Brad Meier,3,New Jersey Devils
2013,Kelly Sutherland,1,Carolina Hurricanes
2013,Kelly Sutherland,3,New Jersey Devils
2013,Ghislain Hebert,4,Minnesota Wild
2013,Ghislain Hebert,0,Pittsburgh Penguins
2013,Tom Kowal,4,Minnesota Wild
2013,Tom Kowal,0,Pittsburgh Penguins
2013,Dennis LaRue,1,Los Angeles Kings
2013,Dennis LaRue,2,Vancouver Canucks
2013,Kevin Pollock,1,Los Angeles Kings
2013,Kevin Pollock,2,Vancouver Canucks
2013,Ian Walsh,3,Nashville Predators
2013,Ian Walsh,0,San Jose Sharks
2013,Kyle Rehman,3,Nashville Predators
2013,Kyle Rehman,0,San Jose Sharks
2013,Francis Charron,2,Dallas Stars
2013,Francis Charron,3,Florida Panthers
2013,Steve Kozari,2,Dallas Stars
2013,Steve Kozari,3,Florida Panthers
2013,Francois St-Laurent,4,Columbus Blue Jackets
2013,Francois St-Laurent,0,New York Islanders
2013,Tim Peel,4,Columbus Blue Jackets
2013,Tim Peel,0,New York Islanders
2013,Brad Meier,2,Buffalo Sabres
2013,Brad Meier,5,Philadelphia Flyers
2013,Rob Martell,2,Buffalo Sabres
2013,Rob Martell,5,Philadelphia Flyers
2013,Chris Lee,4,Chicago Blackhawks
2013,Chris Lee,2,St. Louis Blues
2013,Justin St. Pierre ,4,Chicago Blackhawks
2013,Justin St. Pierre ,2,St. Louis Blues
2013,Dan O'Halloran,2,Colorado Avalanche
2013,Dan O'Halloran,2,Pittsburgh Penguins
2013,Frederick L'Ecuyer,2,Colorado Avalanche
2013,Frederick L'Ecuyer,2,Pittsburgh Penguins
2013,Kevin Pollock,2,Anaheim Ducks
2013,Kevin Pollock,4,Edmonton Oilers
2013,Marc Joannette,2,Anaheim Ducks
2013,Marc Joannette,4,Edmonton Oilers
2013,Brad Watson,1,Calgary Flames
2013,Brad Watson,0,New Jersey Devils
2013,Wes McCauley,1,Calgary Flames
2013,Wes McCauley,0,New Jersey Devils
2013,Eric Furlatt,1,Minnesota Wild
2013,Eric Furlatt,0,Winnipeg Jets
2013,Ian Walsh,1,Minnesota Wild
2013,Ian Walsh,0,Winnipeg Jets
2013,Ghislain Hebert,3,Anaheim Ducks
2013,Ghislain Hebert,0,Vancouver Canucks
2013,Marc Joannette,3,Anaheim Ducks
2013,Marc Joannette,0,Vancouver Canucks
2013,Dean Morton,2,Buffalo Sabres
2013,Dean Morton,4,Detroit Red Wings
2013,Kevin Pollock,2,Buffalo Sabres
2013,Kevin Pollock,4,Detroit Red Wings
2013,Greg Kimmerly,1,New York Islanders
2013,Greg Kimmerly,4,Ottawa Senators
2013,Tom Chmielewski,1,New York Islanders
2013,Tom Chmielewski,4,Ottawa Senators
2013,Brad Watson,1,Carolina Hurricanes
2013,Brad Watson,4,New York Rangers
2013,Gord Dwyer,1,Carolina Hurricanes
2013,Gord Dwyer,4,New York Rangers
2013,Brian Pochmara,4,Columbus Blue Jackets
2013,Brian Pochmara,3,Phoenix Coyotes
2013,Wes McCauley,4,Columbus Blue Jackets
2013,Wes McCauley,3,Phoenix Coyotes
2013,Tim Peel,3,Tampa Bay Lightning
2013,Tim Peel,0,Toronto Maple Leafs
2013,Tom Kowal,3,Tampa Bay Lightning
2013,Tom Kowal,0,Toronto Maple Leafs
2013,Dave Jackson,2,Florida Panthers
2013,Dave Jackson,5,Philadelphia Flyers
2013,Justin St. Pierre ,2,Florida Panthers
2013,Justin St. Pierre ,5,Philadelphia Flyers
2013,Brad Meier,1,St. Louis Blues
2013,Brad Meier,4,Washington Capitals
2013,Steve Kozari,1,St. Louis Blues
2013,Steve Kozari,4,Washington Capitals
2013,Dan O'Rourke,3,Boston Bruins
2013,Dan O'Rourke,3,Minnesota Wild
2013,Graham Skilliter,3,Boston Bruins
2013,Graham Skilliter,3,Minnesota Wild
2013,Chris Rooney,2,Dallas Stars
2013,Chris Rooney,2,Nashville Predators
2013,Paul Devorski,2,Dallas Stars
2013,Paul Devorski,2,Nashville Predators
2013,Dennis LaRue,4,Colorado Avalanche
2013,Dennis LaRue,1,Edmonton Oilers
2013,Jean Hebert,4,Colorado Avalanche
2013,Jean Hebert,1,Edmonton Oilers
2013,Dan O'Halloran,3,Chicago Blackhawks
2013,Dan O'Halloran,2,Montréal Canadiens
2013,Kevin Pollock,3,Chicago Blackhawks
2013,Kevin Pollock,2,Montréal Canadiens
2013,Eric Furlatt,3,Detroit Red Wings
2013,Eric Furlatt,3,Pittsburgh Penguins
2013,Francois St-Laurent,3,Detroit Red Wings
2013,Francois St-Laurent,3,Pittsburgh Penguins
2013,Ghislain Hebert,3,Calgary Flames
2013,Ghislain Hebert,3,Los Angeles Kings
2013,Ian Walsh,3,Calgary Flames
2013,Ian Walsh,3,Los Angeles Kings
2013,Kelly Sutherland,5,Anaheim Ducks
2013,Kelly Sutherland,2,San Jose Sharks
2013,Rob Martell,5,Anaheim Ducks
2013,Rob Martell,2,San Jose Sharks
2013,Brad Meier,1,Buffalo Sabres
2013,Brad Meier,2,New York Rangers
2013,Francis Charron,1,Buffalo Sabres
2013,Francis Charron,2,New York Rangers
2013,Dean Morton,2,Carolina Hurricanes
2013,Dean Morton,5,Washington Capitals
2013,Mike Leggo,2,Carolina Hurricanes
2013,Mike Leggo,5,Washington Capitals
2013,Greg Kimmerly,0,Montréal Canadiens
2013,Greg Kimmerly,2,New York Islanders
2013,Marc Joannette,0,Montréal Canadiens
2013,Marc Joannette,2,New York Islanders
2013,Dan O'Halloran,1,New Jersey Devils
2013,Dan O'Halloran,1,Ottawa Senators
2013,Gord Dwyer,1,New Jersey Devils
2013,Gord Dwyer,1,Ottawa Senators
2013,Brad Watson,2,Philadelphia Flyers
2013,Brad Watson,4,Tampa Bay Lightning
2013,Justin St. Pierre ,2,Philadelphia Flyers
2013,Justin St. Pierre ,4,Tampa Bay Lightning
2013,Frederick L'Ecuyer,4,Florida Panthers
2013,Frederick L'Ecuyer,2,Toronto Maple Leafs
2013,Tim Peel,4,Florida Panthers
2013,Tim Peel,2,Toronto Maple Leafs
2013,Dave Jackson,2,Nashville Predators
2013,Dave Jackson,0,Phoenix Coyotes
2013,Tom Kowal,2,Nashville Predators
2013,Tom Kowal,0,Phoenix Coyotes
2013,Dennis LaRue,4,Minnesota Wild
2013,Dennis LaRue,2,St. Louis Blues
2013,Jean Hebert,4,Minnesota Wild
2013,Jean Hebert,2,St. Louis Blues
2013,Brian Pochmara,1,Boston Bruins
2013,Brian Pochmara,1,Winnipeg Jets
2013,Paul Devorski,1,Boston Bruins
2013,Paul Devorski,1,Winnipeg Jets
2013,Dan O'Rourke,0,Edmonton Oilers
2013,Dan O'Rourke,3,Los Angeles Kings
2013,Ghislain Hebert,0,Edmonton Oilers
2013,Ghislain Hebert,3,Los Angeles Kings
2013,Chris Lee,4,Colorado Avalanche
2013,Chris Lee,2,Vancouver Canucks
2013,Ian Walsh,4,Colorado Avalanche
2013,Ian Walsh,2,Vancouver Canucks
2013,Francis Charron,0,Chicago Blackhawks
2013,Francis Charron,4,Washington Capitals
2013,Wes McCauley,0,Chicago Blackhawks
2013,Wes McCauley,4,Washington Capitals
2013,Eric Furlatt,2,Carolina Hurricanes
2013,Eric Furlatt,1,Detroit Red Wings
2013,Jean Hebert,2,Carolina Hurricanes
2013,Jean Hebert,1,Detroit Red Wings
2013,Brad Watson,2,Columbus Blue Jackets
2013,Brad Watson,3,Tampa Bay Lightning
2013,Frederick L'Ecuyer,2,Columbus Blue Jackets
2013,Frederick L'Ecuyer,3,Tampa Bay Lightning
2013,Brad Meier,2,New Jersey Devils
2013,Brad Meier,2,New York Islanders
2013,Mike Leggo,2,New Jersey Devils
2013,Mike Leggo,2,New York Islanders
2013,Dave Jackson,3,Dallas Stars
2013,Dave Jackson,0,St. Louis Blues
2013,Kevin Pollock,3,Dallas Stars
2013,Kevin Pollock,0,St. Louis Blues
2013,Dan O'Rourke,3,Calgary Flames
2013,Dan O'Rourke,5,Winnipeg Jets
2013,Kyle Rehman,3,Calgary Flames
2013,Kyle Rehman,5,Winnipeg Jets
2013,Kelly Sutherland,1,Colorado Avalanche
2013,Kelly Sutherland,5,San Jose Sharks
2013,Rob Martell,1,Colorado Avalanche
2013,Rob Martell,5,San Jose Sharks
2013,Dan O'Halloran,4,Boston Bruins
2013,Dan O'Halloran,1,Buffalo Sabres
2013,Greg Kimmerly,4,Boston Bruins
2013,Greg Kimmerly,1,Buffalo Sabres
2013,Chris Rooney,4,Philadelphia Flyers
2013,Chris Rooney,3,Pittsburgh Penguins
2013,Marc Joannette,4,Philadelphia Flyers
2013,Marc Joannette,3,Pittsburgh Penguins
2013,Gord Dwyer,1,Montréal Canadiens
2013,Gord Dwyer,0,New York Rangers
2013,Wes McCauley,1,Montréal Canadiens
2013,Wes McCauley,0,New York Rangers
2013,Brian Pochmara,1,Ottawa Senators
2013,Brian Pochmara,0,Toronto Maple Leafs
2013,Dennis LaRue,1,Ottawa Senators
2013,Dennis LaRue,0,Toronto Maple Leafs
2013,Brad Watson,3,Columbus Blue Jackets
2013,Brad Watson,2,Florida Panthers
2013,Tom Kowal,3,Columbus Blue Jackets
2013,Tom Kowal,2,Florida Panthers
2013,Justin St. Pierre ,5,Chicago Blackhawks
2013,Justin St. Pierre ,7,Nashville Predators
2013,Tim Peel,5,Chicago Blackhawks
2013,Tim Peel,7,Nashville Predators
2013,Ian Walsh,2,Phoenix Coyotes
2013,Ian Walsh,3,San Jose Sharks
2013,Kevin Pollock,2,Phoenix Coyotes
2013,Kevin Pollock,3,San Jose Sharks
2013,Kyle Rehman,5,Edmonton Oilers
2013,Kyle Rehman,2,Vancouver Canucks
2013,Steve Kozari,5,Edmonton Oilers
2013,Steve Kozari,2,Vancouver Canucks
2013,Chris Lee,3,Anaheim Ducks
2013,Chris Lee,3,Los Angeles Kings
2013,Francois St-Laurent,3,Anaheim Ducks
2013,Francois St-Laurent,3,Los Angeles Kings
2013,Dave Jackson,2,Boston Bruins
2013,Dave Jackson,3,New Jersey Devils
2013,Mike Leggo,2,Boston Bruins
2013,Mike Leggo,3,New Jersey Devils
2013,Marc Joannette,5,Carolina Hurricanes
2013,Marc Joannette,5,Philadelphia Flyers
2013,Paul Devorski,5,Carolina Hurricanes
2013,Paul Devorski,5,Philadelphia Flyers
2013,Chris Rooney,0,Tampa Bay Lightning
2013,Chris Rooney,0,Washington Capitals
2013,Dan O'Halloran,0,Tampa Bay Lightning
2013,Dan O'Halloran,0,Washington Capitals
2013,Dan O'Rourke,3,Detroit Red Wings
2013,Dan O'Rourke,0,St. Louis Blues
2013,Frederick L'Ecuyer,3,Detroit Red Wings
2013,Frederick L'Ecuyer,0,St. Louis Blues
2013,Dennis LaRue,3,Buffalo Sabres
2013,Dennis LaRue,3,New York Islanders
2013,Francis Charron,3,Buffalo Sabres
2013,Francis Charron,3,New York Islanders
2013,Justin St. Pierre ,2,Ottawa Senators
2013,Justin St. Pierre ,2,Pittsburgh Penguins
2013,Tim Peel,2,Ottawa Senators
2013,Tim Peel,2,Pittsburgh Penguins
2013,Brad Meier,3,Minnesota Wild
2013,Brad Meier,7,Nashville Predators
2013,Dean Morton,3,Minnesota Wild
2013,Dean Morton,7,Nashville Predators
2013,Rob Martell,1,Calgary Flames
2013,Rob Martell,5,Vancouver Canucks
2013,Steve Kozari,1,Calgary Flames
2013,Steve Kozari,5,Vancouver Canucks
2013,Chris Lee,3,Anaheim Ducks
2013,Chris Lee,2,Colorado Avalanche
2013,Ian Walsh,3,Anaheim Ducks
2013,Ian Walsh,2,Colorado Avalanche
2013,Francois St-Laurent,1,Dallas Stars
2013,Francois St-Laurent,2,Phoenix Coyotes
2013,Kelly Sutherland,1,Dallas Stars
2013,Kelly Sutherland,2,Phoenix Coyotes
2014,Paul Devorski,4,Montréal Canadiens
2014,Paul Devorski,3,Toronto Maple Leafs
2014,Tom Kowal,4,Montréal Canadiens
2014,Tom Kowal,3,Toronto Maple Leafs
2014,Eric Furlatt,2,Boston Bruins
2014,Eric Furlatt,1,Philadelphia Flyers
2014,Rob Martell,2,Boston Bruins
2014,Rob Martell,1,Philadelphia Flyers
2014,Ghislain Hebert,2,Calgary Flames
2014,Ghislain Hebert,4,Vancouver Canucks
2014,Tim Peel,2,Calgary Flames
2014,Tim Peel,4,Vancouver Canucks
2014,Dan O'Halloran,0,Los Angeles Kings
2014,Dan O'Halloran,4,San Jose Sharks
2014,Dan O'Rourke,0,Los Angeles Kings
2014,Dan O'Rourke,4,San Jose Sharks
2014,Francis Charron,1,Buffalo Sabres
2014,Francis Charron,3,Columbus Blue Jackets
