code,home_team,home_score,away_team,away_score,official_1,official_2,home_outcome,away_outcome
2001020816,Boston Bruins,2,Buffalo Sabres,2,Stephane Auger,Michael McGeough,0,0
2001020817,Toronto Maple Leafs,3,Minnesota Wild,1,Bill McCreary,Jay Sharrers,1,0
2001020818,New Jersey Devils,0,Montréal Canadiens,1,Terry Gregson,Dean Warren,0,1
2001020819,New York Islanders,4,St. Louis Blues,3,Blaine Angus,Kerry Fraser,1,0
2001020820,Carolina Hurricanes,3,Pittsburgh Penguins,3,Chris Lee,Stephen Walkom,0,0
2001020821,Atlanta Thrashers,3,Edmonton Oilers,2,Mark Faucette,Scott Zelkin,1,0
2001020822,Washington Capitals,2,Minnesota Wild,1,Harry Dumas,Kerry Fraser,1,0
2001020823,Florida Panthers,2,Tampa Bay Lightning,3,Kevin Maguire,Tim Peel,0,1
2001020824,Detroit Red Wings,3,New York Rangers,1,Paul Devorski,Kevin Pollock,1,0
2001020825,Columbus Blue Jackets,4,Ottawa Senators,6,Greg Kimmerly,Scott Zelkin,0,1
2001020826,Nashville Predators,2,Dallas Stars,1,Mark Faucette,Mike Hasenfratz,1,0
2001020827,Phoenix Coyotes,2,Chicago Blackhawks,5,Marc Joannette,Rob Shick,0,1
2001020828,Anaheim Ducks,5,Philadelphia Flyers,4,Shane Heyer,Dan O'Halloran,1,0
2001020829,San Jose Sharks,2,Calgary Flames,0,Dave Jackson,Brad Watson,1,0
2001020830,Montréal Canadiens,1,Pittsburgh Penguins,0,Tom Kowal,Michael McGeough,1,0
2001020831,New Jersey Devils,3,Atlanta Thrashers,3,Blaine Angus,Terry Gregson,0,0
2001020832,New York Islanders,4,Toronto Maple Leafs,1,Don Koharski,Rob Martell,1,0
2001020833,Tampa Bay Lightning,1,Florida Panthers,3,Tim Peel,Paul Stewart,0,1
2001020834,St. Louis Blues,3,Edmonton Oilers,1,Mike Hasenfratz,Stephen Walkom,1,0
2001020835,Los Angeles Kings,2,Carolina Hurricanes,1,Brad Meier,Don Van Massenhoven,1,0
2001020836,Buffalo Sabres,3,Ottawa Senators,2,Stephen Walkom,Dean Warren,1,0
2001020837,Atlanta Thrashers,1,New York Rangers,2,Paul Stewart,Scott Zelkin,0,1
2001020838,Detroit Red Wings,2,Columbus Blue Jackets,3,Stephane Auger,Greg Kimmerly,0,1
2001020839,Dallas Stars,1,Edmonton Oilers,1,Kerry Fraser,Marc Joannette,0,0
2001020840,Nashville Predators,3,Washington Capitals,3,Mark Faucette,Terry Gregson,0,0
2001020841,Minnesota Wild,0,Colorado Avalanche,6,Shane Heyer,Kevin Maguire,0,1
2001020842,Calgary Flames,1,Vancouver Canucks,4,Paul Devorski,Dave Jackson,0,1
2001020843,Phoenix Coyotes,6,Los Angeles Kings,5,Dennis LaRue,Mike Leggo,1,0
2001020844,Anaheim Ducks,1,Carolina Hurricanes,4,Brad Meier,Brad Watson,0,1
2001020845,San Jose Sharks,4,Chicago Blackhawks,2,Dan O'Halloran,Rob Shick,1,0
2001020846,Boston Bruins,4,Florida Panthers,1,Rob Martell,Michael McGeough,1,0
2001020847,Toronto Maple Leafs,4,Montréal Canadiens,1,Bill McCreary,Dean Warren,1,0
2001020848,Ottawa Senators,2,Detroit Red Wings,3,Don Koharski,Tom Kowal,0,1
2001020849,Pittsburgh Penguins,1,New Jersey Devils,2,Tim Peel,Kelly Sutherland,0,1
2001020850,Tampa Bay Lightning,2,Washington Capitals,4,Blaine Angus,Mark Faucette,0,1
2001020851,Columbus Blue Jackets,0,Nashville Predators,1,Stephane Auger,Shane Heyer,0,1
2001020852,St. Louis Blues,0,Philadelphia Flyers,5,Kevin Pollock,Stephen Walkom,0,1
2001020853,Colorado Avalanche,2,Chicago Blackhawks,3,Kerry Fraser,Rob Shick,0,1
2001020854,Vancouver Canucks,3,Calgary Flames,4,Paul Devorski,Dave Jackson,0,1
2001020855,New Jersey Devils,4,Buffalo Sabres,1,Greg Kimmerly,Don Koharski,1,0
2001020856,New York Rangers,4,Pittsburgh Penguins,3,Rob Martell,Bill McCreary,1,0
2001020857,Minnesota Wild,4,New York Islanders,3,Mike Leggo,Kevin Maguire,1,0
2001020858,Phoenix Coyotes,3,Edmonton Oilers,4,Brad Meier,Brad Watson,0,1
2001020859,Anaheim Ducks,1,Dallas Stars,5,Marc Joannette,Dennis LaRue,0,1
2001020860,San Jose Sharks,4,Carolina Hurricanes,0,Paul Devorski,Dan O'Halloran,1,0
2001020861,Toronto Maple Leafs,5,Atlanta Thrashers,4,Terry Gregson,Kelly Sutherland,1,0
2001020862,Montréal Canadiens,2,Detroit Red Wings,3,Eric Furlatt,Don Van Massenhoven,0,1
2001020863,Washington Capitals,3,Tampa Bay Lightning,1,Chris Rooney,Paul Stewart,1,0
2001020864,Colorado Avalanche,5,Boston Bruins,2,Kerry Fraser,Kevin Pollock,1,0
2001020865,Los Angeles Kings,2,Dallas Stars,1,Marc Joannette,Brad Meier,1,0
2001020866,Buffalo Sabres,2,New Jersey Devils,2,Terry Gregson,Kelly Sutherland,0,0
2001020867,Ottawa Senators,5,Pittsburgh Penguins,1,Greg Kimmerly,Tom Kowal,1,0
2001020868,Philadelphia Flyers,0,New York Islanders,1,Blaine Angus,Bill McCreary,0,1
2001020870,St. Louis Blues,3,Atlanta Thrashers,0,Tim Peel,Kevin Pollock,1,0
2001020871,Nashville Predators,1,Florida Panthers,0,Shane Heyer,Paul Stewart,1,0
2001020872,Edmonton Oilers,2,San Jose Sharks,3,Kevin Maguire,Brad Watson,0,1
2001020873,Vancouver Canucks,1,Boston Bruins,2,Dave Jackson,Dan O'Halloran,0,1
2001020874,Phoenix Coyotes,4,Calgary Flames,3,Dennis LaRue,Stephen Walkom,1,0
2001020875,Chicago Blackhawks,5,Florida Panthers,4,Don Koharski,Rob Martell,1,0
2001020876,Dallas Stars,4,New York Rangers,2,Mark Faucette,Kerry Fraser,1,0
2001020877,Minnesota Wild,0,Detroit Red Wings,2,Mike Hasenfratz,Shane Heyer,0,1
2001020878,Colorado Avalanche,3,St. Louis Blues,1,Dennis LaRue,Stephen Walkom,1,0
2001020879,Anaheim Ducks,3,Calgary Flames,2,Dave Jackson,Marc Joannette,1,0
2001020880,Los Angeles Kings,2,Phoenix Coyotes,2,Mike Leggo,Michael McGeough,0,0
2001020881,Toronto Maple Leafs,4,Carolina Hurricanes,1,Stephane Auger,Rob Shick,1,0
2001020882,Montréal Canadiens,2,Ottawa Senators,5,Don Koharski,Tom Kowal,0,1
2001020883,New York Islanders,3,Boston Bruins,3,Dan Marouelli,Dan O'Halloran,0,0
2001020884,New York Rangers,3,New Jersey Devils,4,Michael McGeough,Scott Zelkin,0,1
2001020885,Philadelphia Flyers,5,Chicago Blackhawks,4,Kerry Fraser,Rob Martell,1,0
2001020886,Washington Capitals,4,Florida Panthers,3,Kevin Pollock,Paul Stewart,1,0
2001020887,Atlanta Thrashers,2,Buffalo Sabres,1,Tim Peel,Chris Rooney,1,0
2001020888,Tampa Bay Lightning,3,Detroit Red Wings,4,Paul Devorski,Greg Kimmerly,0,1
2001020889,Columbus Blue Jackets,1,Los Angeles Kings,5,Kevin Maguire,Jay Sharrers,0,1
2001020890,Nashville Predators,1,San Jose Sharks,5,Mike Hasenfratz,Marc Joannette,0,1
2001020891,Colorado Avalanche,2,Calgary Flames,2,Mike Leggo,Brad Watson,0,0
2001020892,Vancouver Canucks,4,St. Louis Blues,4,Don Van Massenhoven,Dean Warren,0,0
2001020893,Phoenix Coyotes,5,Dallas Stars,1,Dave Jackson,Kelly Sutherland,1,0
2001020894,New Jersey Devils,0,Philadelphia Flyers,1,Dan Marouelli,Kevin Pollock,0,1
2001020895,Pittsburgh Penguins,4,Los Angeles Kings,5,Kevin Maguire,Paul Stewart,0,1
2001020896,Florida Panthers,2,Detroit Red Wings,3,Paul Devorski,Greg Kimmerly,0,1
2001020897,Chicago Blackhawks,2,Montréal Canadiens,3,Mark Faucette,Jay Sharrers,0,1
2001020898,Anaheim Ducks,3,Minnesota Wild,5,Dave Jackson,Kelly Sutherland,0,1
2001020899,Boston Bruins,2,Carolina Hurricanes,6,Don Koharski,Tom Kowal,0,1
2001020900,New York Rangers,0,Ottawa Senators,3,Michael McGeough,Rob Shick,0,1
2001020901,Washington Capitals,2,San Jose Sharks,5,Rob Martell,Stephen Walkom,0,1
2001020902,Columbus Blue Jackets,3,Pittsburgh Penguins,4,Brad Meier,Scott Zelkin,0,1
2001020903,Colorado Avalanche,2,Phoenix Coyotes,1,Blaine Angus,Marc Joannette,1,0
2001020904,Calgary Flames,3,St. Louis Blues,2,Mike Leggo,Don Van Massenhoven,1,0
2001020905,Edmonton Oilers,2,Nashville Predators,3,Stephane Auger,Brad Watson,0,1
2001020906,Vancouver Canucks,3,Dallas Stars,4,Terry Gregson,Dean Warren,0,1
2001020907,Buffalo Sabres,4,Boston Bruins,3,Bill McCreary,Tim Peel,1,0
2001020908,New Jersey Devils,4,Toronto Maple Leafs,2,Dan O'Halloran,Kevin Pollock,1,0
2001020909,Atlanta Thrashers,4,New York Islanders,3,Mark Faucette,Greg Kimmerly,1,0
2001020910,Tampa Bay Lightning,4,San Jose Sharks,2,Kevin Maguire,Brad Meier,1,0
2001020911,Toronto Maple Leafs,3,Buffalo Sabres,3,Tim Peel,Stephen Walkom,0,0
2001020912,Montréal Canadiens,3,Carolina Hurricanes,4,Don Koharski,Tom Kowal,0,1
2001020913,Ottawa Senators,2,Washington Capitals,3,Kerry Fraser,Shane Heyer,0,1
2001020915,New York Rangers,6,Philadelphia Flyers,5,Dan O'Halloran,Rob Shick,1,0
2001020916,Pittsburgh Penguins,2,Detroit Red Wings,4,Mike Hasenfratz,Dan Marouelli,0,1
2001020917,Tampa Bay Lightning,3,Florida Panthers,2,Kevin Maguire,Brad Meier,1,0
2001020918,Colorado Avalanche,1,Dallas Stars,2,Marc Joannette,Dean Warren,0,1
2001020919,Calgary Flames,5,Nashville Predators,2,Blaine Angus,Brad Watson,1,0
2001020920,Edmonton Oilers,1,St. Louis Blues,1,Stephane Auger,Dave Jackson,0,0
2001020921,Vancouver Canucks,6,Minnesota Wild,3,Terry Gregson,Kelly Sutherland,1,0
2001020922,Los Angeles Kings,0,Columbus Blue Jackets,2,Mike Leggo,Don Van Massenhoven,0,1
2001020923,Chicago Blackhawks,2,Anaheim Ducks,1,Mark Faucette,Dan Marouelli,1,0
2001020924,Dallas Stars,4,San Jose Sharks,1,Mike Hasenfratz,Scott Zelkin,1,0
2001020925,Phoenix Coyotes,2,Columbus Blue Jackets,1,Marc Joannette,Dean Warren,1,0
2001020926,Boston Bruins,1,Philadelphia Flyers,4,Mike Leggo,Bill McCreary,0,1
2001020927,Buffalo Sabres,0,Edmonton Oilers,3,Tom Kowal,Rob Shick,0,1
2001020928,Montréal Canadiens,5,Atlanta Thrashers,3,Kerry Fraser,Shane Heyer,1,0
2001020929,New York Islanders,2,Pittsburgh Penguins,4,Michael McGeough,Tim Peel,0,1
2001020930,New York Rangers,3,Calgary Flames,5,Kevin Pollock,Stephen Walkom,0,1
2001020931,Washington Capitals,2,Toronto Maple Leafs,3,Greg Kimmerly,Don Koharski,0,1
2001020932,Colorado Avalanche,2,New Jersey Devils,0,Blaine Angus,Terry Gregson,1,0
2001020933,Los Angeles Kings,1,Ottawa Senators,1,Don Van Massenhoven,Dean Warren,0,0
2001020934,Pittsburgh Penguins,6,Florida Panthers,5,Mike Leggo,Kevin Maguire,1,0
2001020935,Chicago Blackhawks,1,Carolina Hurricanes,2,Dennis LaRue,Paul Stewart,0,1
2001020936,Minnesota Wild,2,New York Rangers,3,Marc Joannette,Brad Watson,0,1
2001020937,Phoenix Coyotes,4,New Jersey Devils,1,Mike Hasenfratz,Dan Marouelli,1,0
2001020938,San Jose Sharks,0,Nashville Predators,2,Stephane Auger,Scott Zelkin,0,1
2001020939,Montréal Canadiens,5,Boston Bruins,3,Kerry Fraser,Dan O'Halloran,1,0
2001020940,Washington Capitals,3,Calgary Flames,2,Don Koharski,Kevin Pollock,1,0
2001020941,Atlanta Thrashers,1,Anaheim Ducks,4,Shane Heyer,Chris Lee,0,1
2001020942,Tampa Bay Lightning,2,Edmonton Oilers,3,Rob Martell,Bill McCreary,0,1
2001020943,Detroit Red Wings,6,Toronto Maple Leafs,2,Rob Shick,Stephen Walkom,1,0
2001020944,Dallas Stars,3,Los Angeles Kings,2,Terry Gregson,Brad Meier,1,0
2001020945,Colorado Avalanche,4,Columbus Blue Jackets,1,Blaine Angus,Kelly Sutherland,1,0
2001020946,New York Islanders,0,Buffalo Sabres,5,Dan O'Halloran,Brad Watson,0,1
2001020947,Philadelphia Flyers,2,Calgary Flames,4,Don Koharski,Kevin Maguire,0,1
2001020948,Pittsburgh Penguins,1,Carolina Hurricanes,3,Mike Leggo,Paul Stewart,0,1
2001020949,Chicago Blackhawks,5,New York Rangers,1,Mike Hasenfratz,Dennis LaRue,1,0
2001020950,St. Louis Blues,0,Minnesota Wild,3,Tom Kowal,Kelly Sutherland,0,1
2001020951,Nashville Predators,2,Los Angeles Kings,3,Dave Jackson,Marc Joannette,0,1
2001020952,Phoenix Coyotes,6,Vancouver Canucks,1,Michael McGeough,Scott Zelkin,1,0
2001020953,San Jose Sharks,5,Ottawa Senators,2,Stephane Auger,Dan Marouelli,1,0
2001020954,Buffalo Sabres,3,Montréal Canadiens,0,Rob Shick,Brad Watson,1,0
2001020955,Carolina Hurricanes,2,Washington Capitals,2,Paul Stewart,Stephen Walkom,0,0
2001020956,Atlanta Thrashers,0,Boston Bruins,3,Dave Jackson,Chris Lee,0,1
2001020957,Tampa Bay Lightning,2,Philadelphia Flyers,4,Mark Faucette,Brad Meier,0,1
2001020958,Florida Panthers,5,Edmonton Oilers,4,Rob Martell,Bill McCreary,1,0
2001020959,Columbus Blue Jackets,4,New York Islanders,2,Dennis LaRue,Tim Peel,1,0
2001020960,Dallas Stars,3,Minnesota Wild,5,Terry Gregson,Shane Heyer,0,1
2001020961,Anaheim Ducks,2,New Jersey Devils,1,Stephane Auger,Greg Kimmerly,1,0
2001020962,Boston Bruins,3,Calgary Flames,2,Mike Leggo,Dan O'Halloran,1,0
2001020963,Montréal Canadiens,1,Toronto Maple Leafs,1,Marc Joannette,Rob Shick,0,0
2001020964,Pittsburgh Penguins,3,New York Rangers,2,Paul Devorski,Paul Stewart,1,0
2001020966,St. Louis Blues,2,Detroit Red Wings,5,Don Koharski,Tom Kowal,0,1
2001020967,Colorado Avalanche,4,Los Angeles Kings,3,Dan Marouelli,Michael McGeough,1,0
2001020968,Phoenix Coyotes,3,Ottawa Senators,2,Terry Gregson,Scott Zelkin,1,0
2001020969,San Jose Sharks,2,Vancouver Canucks,0,Kerry Fraser,Greg Kimmerly,1,0
2001020970,Buffalo Sabres,5,Detroit Red Wings,1,Bill McCreary,Brad Meier,1,0
2001020971,New York Islanders,6,Atlanta Thrashers,1,Kevin Maguire,Tim Peel,1,0
2001020972,Philadelphia Flyers,1,Toronto Maple Leafs,3,Dave Jackson,Don Van Massenhoven,0,1
2001020973,Washington Capitals,4,Edmonton Oilers,2,Paul Devorski,Chris Lee,1,0
2001020974,Tampa Bay Lightning,5,Nashville Predators,1,Tom Kowal,Rob Martell,1,0
2001020975,Dallas Stars,0,New Jersey Devils,3,Shane Heyer,Scott Zelkin,0,1
2001020976,Minnesota Wild,5,Columbus Blue Jackets,0,Kelly Sutherland,Dean Warren,1,0
2001020977,Vancouver Canucks,4,San Jose Sharks,7,Kerry Fraser,Kevin Pollock,0,1
2001020978,Anaheim Ducks,2,Ottawa Senators,4,Stephane Auger,Mike Hasenfratz,0,1
2001020979,New York Rangers,2,Montréal Canadiens,1,Michael McGeough,Dan O'Halloran,1,0
2001020980,Pittsburgh Penguins,2,Columbus Blue Jackets,4,Blaine Angus,Kevin Maguire,0,1
2001020981,Carolina Hurricanes,3,Calgary Flames,3,Tim Peel,Don Van Massenhoven,0,0
2001020982,St. Louis Blues,2,Colorado Avalanche,3,Stephen Walkom,Brad Watson,0,1
2001020983,Los Angeles Kings,2,Chicago Blackhawks,1,Greg Kimmerly,Kevin Pollock,1,0
2001020984,Buffalo Sabres,0,New York Islanders,3,Paul Devorski,Kelly Sutherland,0,1
2001020985,Toronto Maple Leafs,1,Philadelphia Flyers,1,Bill McCreary,Brad Meier,0,0
2001020986,Washington Capitals,2,Dallas Stars,5,Mark Faucette,Chris Lee,0,1
2001020987,Atlanta Thrashers,4,Tampa Bay Lightning,4,Shane Heyer,Marc Joannette,0,0
2001020988,Nashville Predators,0,Vancouver Canucks,5,Blaine Angus,Don Koharski,0,1
2001020989,Minnesota Wild,3,Ottawa Senators,4,Dean Warren,Brad Watson,0,1
2001020990,Phoenix Coyotes,3,Chicago Blackhawks,1,Kerry Fraser,Mike Hasenfratz,1,0
2001020991,New Jersey Devils,3,New York Islanders,2,Michael McGeough,Dan O'Halloran,1,0
2001020992,New York Rangers,1,Boston Bruins,3,Mark Faucette,Terry Gregson,0,1
2001020993,Florida Panthers,3,Calgary Flames,3,Dave Jackson,Ian Walsh,0,0
2001020994,Detroit Red Wings,4,Edmonton Oilers,3,Stephen Walkom,Dean Warren,1,0
2001020995,Anaheim Ducks,4,Pittsburgh Penguins,2,Greg Kimmerly,Mike Leggo,1,0
2001020996,San Jose Sharks,0,St. Louis Blues,2,KEVIN POLLOCK,Mike Hasenfratz,0,1
2001020997,Boston Bruins,1,Toronto Maple Leafs,2,Mark Faucette,Michael McGeough,0,1
2001020998,Montréal Canadiens,3,Dallas Stars,3,Stephane Auger,Stephen Walkom,0,0
2001020999,Ottawa Senators,1,Edmonton Oilers,4,Dan Marouelli,Kelly Sutherland,0,1
2001021000,Philadelphia Flyers,1,Buffalo Sabres,3,Paul Devorski,Paul Stewart,0,1
2001021001,Atlanta Thrashers,2,Colorado Avalanche,0,Blaine Angus,Dennis LaRue,1,0
2001021002,Tampa Bay Lightning,3,Calgary Flames,2,Eric Furlatt,Dave Jackson,1,0
2001021003,Columbus Blue Jackets,1,Vancouver Canucks,5,Marc Joannette,Don Koharski,0,1
2001021004,Los Angeles Kings,2,St. Louis Blues,1,Kerry Fraser,Kevin Pollock,1,0
2001021005,Florida Panthers,5,Buffalo Sabres,2,Eric Furlatt,Kevin Maguire,1,0
2001021006,Nashville Predators,2,Phoenix Coyotes,3,Blaine Angus,Tom Kowal,0,1
2001021007,Anaheim Ducks,1,Chicago Blackhawks,1,Shane Heyer,Rob Martell,0,0
2001021008,San Jose Sharks,5,Washington Capitals,4,Mike Hasenfratz,Mike Leggo,1,0
2001021009,Boston Bruins,2,Detroit Red Wings,1,Paul Devorski,Mark Faucette,1,0
2001021010,Toronto Maple Leafs,5,Dallas Stars,5,Terry Gregson,Greg Kimmerly,0,0
2001021011,Montréal Canadiens,3,Carolina Hurricanes,2,Dan Marouelli,Paul Stewart,1,0
2001021012,Ottawa Senators,4,New York Islanders,3,Don Van Massenhoven,Dean Warren,1,0
2001021013,New Jersey Devils,3,New York Rangers,1,Stephane Auger,Don Koharski,1,0
2001021014,Philadelphia Flyers,1,Colorado Avalanche,2,Dave Jackson,Michael McGeough,0,1
2001021015,Atlanta Thrashers,2,Vancouver Canucks,4,Dennis LaRue,Kevin Maguire,0,1
2001021016,Columbus Blue Jackets,3,Calgary Flames,1,Marc Joannette,Dan O'Halloran,1,0
2001021017,Edmonton Oilers,4,Washington Capitals,1,Brad Meier,Rob Shick,1,0
2001021018,Los Angeles Kings,4,Pittsburgh Penguins,3,Kerry Fraser,Kevin Pollock,1,0
2001021019,San Jose Sharks,2,Chicago Blackhawks,2,Mike Leggo,Rob Martell,0,0
2001021020,Ottawa Senators,2,Florida Panthers,0,Dan Marouelli,Paul Stewart,1,0
2001021021,New York Rangers,3,Detroit Red Wings,5,Paul Devorski,Michael McGeough,0,1
2001021022,Tampa Bay Lightning,2,Buffalo Sabres,2,Blaine Angus,Tom Kowal,0,0
2001021023,Nashville Predators,4,Colorado Avalanche,5,Mike Hasenfratz,Tim Peel,0,1
2001021024,Minnesota Wild,2,Phoenix Coyotes,2,Stephen Walkom,Scott Zelkin,0,0
2001021025,Anaheim Ducks,2,St. Louis Blues,3,Shane Heyer,Rob Martell,0,1
2001021026,New Jersey Devils,2,Vancouver Canucks,3,Stephane Auger,Don Koharski,0,1
2001021027,Philadelphia Flyers,3,Tampa Bay Lightning,3,Bill McCreary,Dean Morton,0,0
2001021028,Carolina Hurricanes,1,Montréal Canadiens,1,Terry Gregson,Mike Hasenfratz,0,0
2001021029,Atlanta Thrashers,2,Pittsburgh Penguins,4,Blaine Angus,Kevin Maguire,0,1
2001021030,Chicago Blackhawks,2,Dallas Stars,2,Dennis LaRue,Brad Watson,0,0
2001021031,Minnesota Wild,4,Calgary Flames,2,Stephen Walkom,Scott Zelkin,1,0
2001021032,San Jose Sharks,2,Los Angeles Kings,3,Kerry Fraser,Shane Heyer,0,1
2001021033,Boston Bruins,4,Phoenix Coyotes,2,Stephane Auger,Paul Devorski,1,0
2001021034,Buffalo Sabres,5,Ottawa Senators,1,Dan O'Halloran,Don Van Massenhoven,1,0
2001021035,Toronto Maple Leafs,3,New York Islanders,2,Dan Marouelli,Paul Stewart,1,0
2001021036,New York Rangers,1,Vancouver Canucks,3,Greg Kimmerly,Don Koharski,0,1
2001021037,Detroit Red Wings,1,Anaheim Ducks,2,Dean Warren,Brad Watson,0,1
2001021038,St. Louis Blues,5,Nashville Predators,1,Tim Peel,Kelly Sutherland,1,0
2001021039,Colorado Avalanche,0,Washington Capitals,3,Michael McGeough,Rob Shick,0,1
2001021040,Pittsburgh Penguins,1,Phoenix Coyotes,3,Terry Gregson,Kevin Maguire,0,1
2001021041,Tampa Bay Lightning,4,Atlanta Thrashers,2,Mike Leggo,Chris Rooney,1,0
2001021042,Florida Panthers,1,Montréal Canadiens,4,Mark Faucette,Tom Kowal,0,1
2001021043,Chicago Blackhawks,1,New Jersey Devils,3,Stephen Walkom,Scott Zelkin,0,1
2001021044,Dallas Stars,3,St. Louis Blues,2,Dennis LaRue,Rob Shick,1,0
2001021045,Minnesota Wild,1,Columbus Blue Jackets,3,Tim Peel,Ian Walsh,0,1
2001021046,Edmonton Oilers,2,San Jose Sharks,1,Marc Joannette,Kevin Pollock,1,0
2001021047,Buffalo Sabres,1,Boston Bruins,2,Dan Marouelli,Paul Stewart,0,1
2001021048,Toronto Maple Leafs,3,Washington Capitals,4,Dave Jackson,Kevin Maguire,0,1
2001021049,Ottawa Senators,2,New York Rangers,5,Paul Devorski,Don Van Massenhoven,0,1
2001021050,New York Islanders,3,Vancouver Canucks,2,Greg Kimmerly,Don Koharski,1,0
2001021051,Philadelphia Flyers,2,Anaheim Ducks,1,Mike Hasenfratz,Chris Lee,1,0
2001021052,Carolina Hurricanes,3,Florida Panthers,2,Dan O'Halloran,Dean Warren,1,0
2001021053,Columbus Blue Jackets,2,Detroit Red Wings,3,Jay Sharrers,Brad Watson,0,1
2001021054,Nashville Predators,3,New Jersey Devils,4,Dennis LaRue,Chris Rooney,0,1
2001021055,Calgary Flames,1,San Jose Sharks,4,Marc Joannette,Kevin Pollock,0,1
2001021056,Los Angeles Kings,3,Colorado Avalanche,1,Shane Heyer,Bill McCreary,1,0
2001021057,New York Rangers,2,Atlanta Thrashers,5,Chris Lee,Dan Marouelli,0,1
2001021058,Tampa Bay Lightning,3,Montréal Canadiens,3,Tom Kowal,Mike Leggo,0,0
2001021059,St. Louis Blues,3,Anaheim Ducks,2,Kelly Sutherland,Brad Watson,1,0
2001021060,Dallas Stars,4,Phoenix Coyotes,3,Rob Martell,Rob Shick,1,0
2001021061,Toronto Maple Leafs,2,Buffalo Sabres,0,Kevin Maguire,Stephen Walkom,1,0
2001021062,Ottawa Senators,2,Atlanta Thrashers,3,Blaine Angus,Stephane Auger,0,1
2001021063,New Jersey Devils,2,Carolina Hurricanes,4,Terry Gregson,Don Van Massenhoven,0,1
2001021064,New York Islanders,2,Minnesota Wild,1,Mike Hasenfratz,Greg Kimmerly,1,0
2001021065,Pittsburgh Penguins,4,Philadelphia Flyers,4,Kerry Fraser,Scott Zelkin,0,0
2001021066,Florida Panthers,1,Boston Bruins,3,Mike Leggo,Dan O'Halloran,0,1
2001021067,Columbus Blue Jackets,2,Washington Capitals,5,Jay Sharrers,Brad Watson,0,1
2001021068,Nashville Predators,5,Montréal Canadiens,1,Tom Kowal,Paul Stewart,1,0
2001021069,Colorado Avalanche,0,Detroit Red Wings,2,Shane Heyer,Bill McCreary,0,1
2001021070,Edmonton Oilers,3,Calgary Flames,1,Marc Joannette,Kevin Pollock,1,0
2001021071,Los Angeles Kings,3,San Jose Sharks,0,Michael McGeough,Brad Meier,1,0
2001021072,Ottawa Senators,2,Buffalo Sabres,3,Blaine Angus,Dave Jackson,0,1
2001021073,Pittsburgh Penguins,6,Washington Capitals,2,Don Van Massenhoven,Scott Zelkin,1,0
2001021074,Tampa Bay Lightning,3,Boston Bruins,4,Mark Faucette,Chris Rooney,0,1
2001021075,Chicago Blackhawks,4,St. Louis Blues,3,Paul Devorski,Dan Marouelli,1,0
2001021076,Dallas Stars,1,Anaheim Ducks,2,Shane Heyer,Rob Martell,0,1
2001021077,Vancouver Canucks,0,Edmonton Oilers,2,Marc Joannette,Bill McCreary,0,1
2001021078,Phoenix Coyotes,4,Los Angeles Kings,0,Brad Meier,Rob Shick,1,0
2001021079,New Jersey Devils,3,Florida Panthers,1,Don Van Massenhoven,Dean Warren,1,0
2001021080,New York Islanders,4,New York Rangers,2,Dave Jackson,Stephen Walkom,1,0
2001021081,Philadelphia Flyers,4,Toronto Maple Leafs,1,Kerry Fraser,Greg Kimmerly,1,0
2001021082,Nashville Predators,3,Detroit Red Wings,3,Tom Kowal,Paul Stewart,0,0
2001021083,Calgary Flames,6,Columbus Blue Jackets,1,Michael McGeough,Tim Peel,1,0
2001021084,Buffalo Sabres,3,Washington Capitals,4,Terry Gregson,Dan Marouelli,0,1
2001021085,Toronto Maple Leafs,7,Tampa Bay Lightning,2,Mark Faucette,Bob Langdon,1,0
2001021086,Montréal Canadiens,1,Florida Panthers,2,Blaine Angus,Dave Jackson,0,1
2001021087,Carolina Hurricanes,2,Boston Bruins,3,Dan O'Halloran,Paul Stewart,0,1
2001021088,St. Louis Blues,1,Minnesota Wild,2,Shane Heyer,Tom Kowal,0,1
2001021089,Edmonton Oilers,3,Columbus Blue Jackets,1,Michael McGeough,Tim Peel,1,0
