Year,Ref,Team,Actual Score
2009,Stephen Walkom,Nashville Predators,4
2009,Wes McCauley,Chicago Blackhawks,1
2009,Wes McCauley,Nashville Predators,4
2009,Chris Rooney,Chicago Blackhawks,2
2009,Chris Rooney,Nashville Predators,0
2009,Dennis LaRue,Chicago Blackhawks,2
2009,Dennis LaRue,Nashville Predators,0
2009,Brian Pochmara,Chicago Blackhawks,1
2009,Brian Pochmara,Nashville Predators,4
2009,Dan O'Halloran,Chicago Blackhawks,1
2009,Dan O'Halloran,Nashville Predators,4
2009,Bill McCreary,Chicago Blackhawks,3
2009,Bill McCreary,Nashville Predators,0
2009,Ian Walsh,Chicago Blackhawks,3
2009,Ian Walsh,Nashville Predators,0
2009,Kelly Sutherland,Chicago Blackhawks,5
2009,Kelly Sutherland,Nashville Predators,4
2009,Kevin Pollock,Chicago Blackhawks,5
2009,Kevin Pollock,Nashville Predators,4
2009,Chris Lee,Chicago Blackhawks,5
2009,Chris Lee,Nashville Predators,3
2009,Marc Joannette,Chicago Blackhawks,5
2009,Marc Joannette,Nashville Predators,3
2009,Kelly Sutherland,Los Angeles Kings,2
2009,Kelly Sutherland,Vancouver Canucks,3
2009,Kevin Pollock,Los Angeles Kings,2
2009,Kevin Pollock,Vancouver Canucks,3
2009,Dan O'Rourke,Los Angeles Kings,3
2009,Dan O'Rourke,Vancouver Canucks,2
2009,Tim Peel,Los Angeles Kings,3
2009,Tim Peel,Vancouver Canucks,2
2009,Paul Devorski,Los Angeles Kings,5
2009,Paul Devorski,Vancouver Canucks,3
2009,Steve Kozari,Los Angeles Kings,5
2009,Steve Kozari,Vancouver Canucks,3
2009,Stephen Walkom,Los Angeles Kings,4
2009,Stephen Walkom,Vancouver Canucks,6
2009,Wes McCauley,Los Angeles Kings,4
2009,Wes McCauley,Vancouver Canucks,6
2009,Eric Furlatt,Los Angeles Kings,2
2009,Eric Furlatt,Vancouver Canucks,7
2009,Mike Leggo,Los Angeles Kings,2
2009,Mike Leggo,Vancouver Canucks,7
2009,Bill McCreary,Los Angeles Kings,2
2009,Bill McCreary,Vancouver Canucks,4
2009,Dan O'Halloran,Los Angeles Kings,2
2009,Dan O'Halloran,Vancouver Canucks,4
2009,Chris Lee,Detroit Red Wings,2
2009,Chris Lee,Phoenix Coyotes,3
2009,Marc Joannette,Detroit Red Wings,2
2009,Marc Joannette,Phoenix Coyotes,3
2009,Chris Rooney,Detroit Red Wings,7
2009,Chris Rooney,Phoenix Coyotes,4
2009,Dennis LaRue,Detroit Red Wings,7
2009,Dennis LaRue,Phoenix Coyotes,4
2009,Bill McCreary,Detroit Red Wings,2
2009,Bill McCreary,Phoenix Coyotes,4
2009,Ian Walsh,Detroit Red Wings,2
2009,Ian Walsh,Phoenix Coyotes,4
2009,Eric Furlatt,Detroit Red Wings,3
2009,Eric Furlatt,Phoenix Coyotes,0
2009,Mike Leggo,Detroit Red Wings,3
2009,Mike Leggo,Phoenix Coyotes,0
2009,Brad Meier,Detroit Red Wings,4
2009,Brad Meier,Phoenix Coyotes,1
2009,Brad Watson,Detroit Red Wings,4
2009,Brad Watson,Phoenix Coyotes,1
2009,Dan O'Rourke,Detroit Red Wings,2
2009,Dan O'Rourke,Phoenix Coyotes,5
2009,Tim Peel,Detroit Red Wings,2
2009,Tim Peel,Phoenix Coyotes,5
2009,Kelly Sutherland,Detroit Red Wings,6
2009,Kelly Sutherland,Phoenix Coyotes,1
2009,Kevin Pollock,Detroit Red Wings,6
2009,Kevin Pollock,Phoenix Coyotes,1
2009,Bill McCreary,Montréal Canadiens,3
2009,Bill McCreary,Pittsburgh Penguins,6
2009,Chris Lee,Montréal Canadiens,3
2009,Chris Lee,Pittsburgh Penguins,6
2009,Dan O'Halloran,Montréal Canadiens,3
2009,Dan O'Halloran,Pittsburgh Penguins,1
2009,Tim Peel,Montréal Canadiens,3
2009,Tim Peel,Pittsburgh Penguins,1
2009,Brad Watson,Montréal Canadiens,0
2009,Brad Watson,Pittsburgh Penguins,2
2009,Kevin Pollock,Montréal Canadiens,0
2009,Kevin Pollock,Pittsburgh Penguins,2
2009,Eric Furlatt,Montréal Canadiens,3
2009,Eric Furlatt,Pittsburgh Penguins,2
2009,Paul Devorski,Montréal Canadiens,3
2009,Paul Devorski,Pittsburgh Penguins,2
2009,Kelly Sutherland,Montréal Canadiens,1
2009,Kelly Sutherland,Pittsburgh Penguins,2
2009,Stephen Walkom,Montréal Canadiens,1
2009,Stephen Walkom,Pittsburgh Penguins,2
2009,Dan O'Rourke,Montréal Canadiens,4
2009,Dan O'Rourke,Pittsburgh Penguins,3
2009,Marc Joannette,Montréal Canadiens,4
2009,Marc Joannette,Pittsburgh Penguins,3
2009,Dan O'Halloran,Montréal Canadiens,5
2009,Dan O'Halloran,Pittsburgh Penguins,2
2009,Tim Peel,Montréal Canadiens,5
2009,Tim Peel,Pittsburgh Penguins,2
2009,Dan O'Rourke,Boston Bruins,5
2009,Dan O'Rourke,Philadelphia Flyers,4
2009,Marc Joannette,Boston Bruins,5
2009,Marc Joannette,Philadelphia Flyers,4
2009,Bill McCreary,Boston Bruins,3
2009,Bill McCreary,Philadelphia Flyers,2
2009,Chris Lee,Boston Bruins,3
2009,Chris Lee,Philadelphia Flyers,2
2009,Kelly Sutherland,Boston Bruins,4
2009,Kelly Sutherland,Philadelphia Flyers,1
2009,Stephen Walkom,Boston Bruins,4
2009,Stephen Walkom,Philadelphia Flyers,1
2009,Brad Watson,Boston Bruins,4
2009,Brad Watson,Philadelphia Flyers,5
2009,Kevin Pollock,Boston Bruins,4
2009,Kevin Pollock,Philadelphia Flyers,5
2009,Eric Furlatt,Boston Bruins,0
2009,Eric Furlatt,Philadelphia Flyers,4
2009,Paul Devorski,Boston Bruins,0
2009,Paul Devorski,Philadelphia Flyers,4
2009,Dan O'Rourke,Boston Bruins,1
2009,Dan O'Rourke,Philadelphia Flyers,2
2009,Marc Joannette,Boston Bruins,1
2009,Marc Joannette,Philadelphia Flyers,2
2009,Kelly Sutherland,Boston Bruins,3
2009,Kelly Sutherland,Philadelphia Flyers,4
2009,Stephen Walkom,Boston Bruins,3
2009,Stephen Walkom,Philadelphia Flyers,4
2009,Eric Furlatt,Detroit Red Wings,3
2009,Eric Furlatt,San Jose Sharks,4
2009,Paul Devorski,Detroit Red Wings,3
2009,Paul Devorski,San Jose Sharks,4
2009,Brad Watson,Detroit Red Wings,3
2009,Brad Watson,San Jose Sharks,4
2009,Kevin Pollock,Detroit Red Wings,3
2009,Kevin Pollock,San Jose Sharks,4
2009,Dan O'Rourke,Detroit Red Wings,3
2009,Dan O'Rourke,San Jose Sharks,4
2009,Marc Joannette,Detroit Red Wings,3
2009,Marc Joannette,San Jose Sharks,4
2009,Bill McCreary,Detroit Red Wings,7
2009,Bill McCreary,San Jose Sharks,1
2009,Chris Lee,Detroit Red Wings,7
2009,Chris Lee,San Jose Sharks,1
2009,Dan O'Halloran,Detroit Red Wings,1
2009,Dan O'Halloran,San Jose Sharks,2
2009,Tim Peel,Detroit Red Wings,1
2009,Tim Peel,San Jose Sharks,2
2009,Eric Furlatt,Chicago Blackhawks,1
2009,Eric Furlatt,Vancouver Canucks,5
2009,Paul Devorski,Chicago Blackhawks,1
2009,Paul Devorski,Vancouver Canucks,5
2009,Kelly Sutherland,Chicago Blackhawks,4
2009,Kelly Sutherland,Vancouver Canucks,2
2009,Stephen Walkom,Chicago Blackhawks,4
2009,Stephen Walkom,Vancouver Canucks,2
2009,Dan O'Halloran,Chicago Blackhawks,5
2009,Dan O'Halloran,Vancouver Canucks,2
2009,Tim Peel,Chicago Blackhawks,5
2009,Tim Peel,Vancouver Canucks,2
2009,Dan O'Rourke,Chicago Blackhawks,7
2009,Dan O'Rourke,Vancouver Canucks,4
2009,Marc Joannette,Chicago Blackhawks,7
2009,Marc Joannette,Vancouver Canucks,4
2009,Brad Watson,Chicago Blackhawks,1
2009,Brad Watson,Vancouver Canucks,4
2009,Kevin Pollock,Chicago Blackhawks,1
2009,Kevin Pollock,Vancouver Canucks,4
2009,Bill McCreary,Chicago Blackhawks,5
2009,Bill McCreary,Vancouver Canucks,1
2009,Chris Lee,Chicago Blackhawks,5
2009,Chris Lee,Vancouver Canucks,1
2009,Bill McCreary,Montréal Canadiens,0
2009,Bill McCreary,Philadelphia Flyers,6
2009,Dan O'Rourke,Montréal Canadiens,0
2009,Dan O'Rourke,Philadelphia Flyers,6
2009,Dan O'Halloran,Montréal Canadiens,0
2009,Dan O'Halloran,Philadelphia Flyers,3
2009,Tim Peel,Montréal Canadiens,0
2009,Tim Peel,Philadelphia Flyers,3
2009,Brad Watson,Montréal Canadiens,5
2009,Brad Watson,Philadelphia Flyers,1
2009,Paul Devorski,Montréal Canadiens,5
2009,Paul Devorski,Philadelphia Flyers,1
2009,Kelly Sutherland,Montréal Canadiens,0
2009,Kelly Sutherland,Philadelphia Flyers,3
2009,Stephen Walkom,Montréal Canadiens,0
2009,Stephen Walkom,Philadelphia Flyers,3
2009,Bill McCreary,Montréal Canadiens,2
2009,Bill McCreary,Philadelphia Flyers,4
2009,Dan O'Rourke,Montréal Canadiens,2
2009,Dan O'Rourke,Philadelphia Flyers,4
2009,Brad Watson,Chicago Blackhawks,2
2009,Brad Watson,San Jose Sharks,1
2009,Paul Devorski,Chicago Blackhawks,2
2009,Paul Devorski,San Jose Sharks,1
2009,Kelly Sutherland,Chicago Blackhawks,4
2009,Kelly Sutherland,San Jose Sharks,2
2009,Stephen Walkom,Chicago Blackhawks,4
2009,Stephen Walkom,San Jose Sharks,2
2009,Bill McCreary,Chicago Blackhawks,3
2009,Bill McCreary,San Jose Sharks,2
