code,away_outcome,away_score,away_team,home_outcome,home_score,home_team,official_1,official_2
2011020876,0,0,Boston Bruins,1,2,Minnesota Wild,Greg Kimmerly,Steve Kozari
2011020877,1,3,New Jersey Devils,0,1,Montréal Canadiens,Frederick L'Ecuyer,Tim Peel
2011020878,1,2,Anaheim Ducks,0,0,Florida Panthers,Dave Jackson,Ian Walsh
2011020879,0,2,Columbus Blue Jackets,1,3,New York Rangers,Stephane Auger,Don VanMassenhoven
2011020880,1,3,Nashville Predators,0,2,Dallas Stars,Justin StPierre,Eric Furlatt
2011020881,1,5,Vancouver Canucks,0,2,Edmonton Oilers,Chris Lee,Brad Meier
2011020882,0,1,Colorado Avalanche,1,5,Winnipeg Jets,Brian Pochmara,Tom Kowal
2011020883,1,6,Ottawa Senators,0,0,New York Islanders,Mike Leggo,Gord Dwyer
2011020884,0,0,Washington Capitals,1,5,Carolina Hurricanes,Stephen Walkom,Rob Martell
2011020885,0,1,New York Islanders,1,2,Buffalo Sabres,Greg Kimmerly,Marc Joannette
2011020886,1,4,New Jersey Devils,0,3,Toronto Maple Leafs,Paul Devorski,Dean Morton
2011020887,0,0,New York Rangers,1,2,Pittsburgh Penguins,Dave Jackson,Marcus Vinnerborg
2011020888,0,3,San Jose Sharks,1,6,Columbus Blue Jackets,Gord Dwyer,Don VanMassenhoven
2011020889,1,3,Dallas Stars,0,0,Montréal Canadiens,Mike Leggo,Kevin Pollock
2011020890,0,2,Anaheim Ducks,1,3,Tampa Bay Lightning,Justin StPierre,Brad Watson
2011020891,0,1,Vancouver Canucks,1,3,Nashville Predators,Tim Peel,Rob Martell
2011020892,1,5,Philadelphia Flyers,0,4,Winnipeg Jets,Kelly Sutherland,Brad Meier
2011020893,0,1,Detroit Red Wings,1,2,Chicago Blackhawks,Stephane Auger,Chris Lee
2011020894,1,6,Edmonton Oilers,0,1,Calgary Flames,Ghislain Hebert,Steve Kozari
2011020895,0,4,Los Angeles Kings,0,4,Phoenix Coyotes,Dennis LaRue,Eric Furlatt
2011020896,0,2,Washington Capitals,1,5,Ottawa Senators,Paul Devorski,Frederick L'Ecuyer
2011020897,1,4,Boston Bruins,0,2,St. Louis Blues,Wes McCauley,Ian Walsh
2011020898,0,1,Los Angeles Kings,1,4,Colorado Avalanche,Dennis LaRue,Brian Pochmara
2011020899,1,2,San Jose Sharks,0,1,Toronto Maple Leafs,Mike Leggo,Dave Jackson
2011020900,0,2,Anaheim Ducks,0,2,Carolina Hurricanes,Wes McCauley,Gord Dwyer
2011020901,0,2,Minnesota Wild,0,2,Florida Panthers,Justin StPierre,Brad Watson
2011020902,0,3,Vancouver Canucks,0,3,Detroit Red Wings,Dan O'Rourke,Kyle Rehman
2011020903,0,2,St. Louis Blues,0,2,Nashville Predators,Chris Rooney,Ian Walsh
2011020904,0,3,Tampa Bay Lightning,1,4,Winnipeg Jets,Kelly Sutherland,Ghislain Hebert
2011020905,1,3,Dallas Stars,0,1,Chicago Blackhawks,Marc Joannette,Dean Morton
2011020906,0,3,Phoenix Coyotes,0,3,Calgary Flames,Stephane Auger,Brad Meier
2011020907,0,0,Philadelphia Flyers,1,2,Edmonton Oilers,Tom Kowal,Steve Kozari
2011020908,1,2,Vancouver Canucks,0,1,New Jersey Devils,Dan O'Halloran,Greg Kimmerly
2011020909,0,3,New York Rangers,0,3,New York Islanders,Dan O'Rourke,Rob Martell
2011020910,0,1,Montréal Canadiens,1,4,Washington Capitals,Chris Rooney,Francois StLaurent
2011020911,1,5,Colorado Avalanche,0,0,Columbus Blue Jackets,Gord Dwyer,Marc Joannette
2011020912,0,1,Boston Bruins,0,1,Buffalo Sabres,Paul Devorski,Frederick L'Ecuyer
2011020913,0,1,Minnesota Wild,1,4,Dallas Stars,Dennis LaRue,Brian Pochmara
2011020914,0,1,Tampa Bay Lightning,1,8,Pittsburgh Penguins,Stephen Walkom,Kyle Rehman
2011020915,0,2,St. Louis Blues,0,2,Winnipeg Jets,Stephane Auger,Don VanMassenhoven
2011020916,1,3,Phoenix Coyotes,0,1,Edmonton Oilers,Kelly Sutherland,Ghislain Hebert
2011020917,0,0,Chicago Blackhawks,1,4,Los Angeles Kings,Chris Lee,Dean Morton
2011020918,1,4,Washington Capitals,0,2,Toronto Maple Leafs,Frederick L'Ecuyer,Eric Furlatt
2011020919,1,5,Boston Bruins,0,3,Ottawa Senators,Dan O'Halloran,Greg Kimmerly
2011020920,0,2,Buffalo Sabres,1,3,New York Rangers,Mike Leggo,Ian Walsh
2011020921,0,2,Florida Panthers,0,2,Carolina Hurricanes,Brad Watson,Marcus Vinnerborg
2011020922,1,4,Colorado Avalanche,0,3,Detroit Red Wings,Tim Peel,Rob Martell
2011020923,0,2,San Jose Sharks,1,6,Nashville Predators,Wes McCauley,Justin StPierre
2011020924,0,4,Philadelphia Flyers,0,4,Calgary Flames,Tom Kowal,Steve Kozari
2011020925,1,4,Tampa Bay Lightning,0,3,New Jersey Devils,Dan O'Rourke,Kyle Rehman
2011020926,0,2,Columbus Blue Jackets,1,4,Pittsburgh Penguins,Kevin Pollock,Francois StLaurent
2011020927,0,2,Vancouver Canucks,1,3,Dallas Stars,Dennis LaRue,Brad Meier
2011020928,0,2,New York Islanders,1,5,Ottawa Senators,Francis Charron,Dave Jackson
2011020929,0,2,Montréal Canadiens,1,4,Florida Panthers,Chris Rooney,Gord Dwyer
2011020930,0,3,San Jose Sharks,1,4,Minnesota Wild,Paul Devorski,Jean Hebert
2011020931,0,1,Chicago Blackhawks,1,3,Anaheim Ducks,Brian Pochmara,Marc Joannette
2011020932,0,0,New Jersey Devils,1,2,New York Rangers,Brad Watson,Stephen Walkom
2011020933,0,1,Los Angeles Kings,1,2,Nashville Predators,Frederick L'Ecuyer,Brad Meier
2011020934,1,5,Edmonton Oilers,0,3,Winnipeg Jets,Tim Peel,Don VanMassenhoven
2011020935,0,1,Anaheim Ducks,1,4,Colorado Avalanche,Chris Lee,Dean Morton
2011020936,1,3,St. Louis Blues,0,1,Calgary Flames,Kelly Sutherland,Ghislain Hebert
2011020937,1,1,Ottawa Senators,0,0,Boston Bruins,Dan O'Rourke,Francois StLaurent
2011020938,1,5,Florida Panthers,0,3,Toronto Maple Leafs,Stephen Walkom,Kyle Rehman
2011020939,0,2,New York Islanders,1,3,Washington Capitals,Brad Watson,Kevin Pollock
2011020940,0,3,Nashville Predators,1,4,Carolina Hurricanes,Paul Devorski,Stephane Auger
2011020941,1,5,Detroit Red Wings,0,2,Columbus Blue Jackets,Chris Rooney,Greg Kimmerly
2011020942,0,1,Montréal Canadiens,1,2,Tampa Bay Lightning,Francis Charron,Dan O'Halloran
2011020943,1,4,Los Angeles Kings,0,0,Minnesota Wild,Eric Furlatt,Tom Kowal
2011020944,0,1,Phoenix Coyotes,0,1,Vancouver Canucks,Paul Devorski,Marc Joannette
2011020945,0,0,Philadelphia Flyers,1,1,San Jose Sharks,Mike Leggo,Marc Joannette
2011020946,0,3,Pittsburgh Penguins,0,3,Dallas Stars,Gord Dwyer,Tim Peel
2011020947,0,4,Toronto Maple Leafs,1,5,Chicago Blackhawks,Brad Meier,Steve Kozari
2011020948,1,5,St. Louis Blues,0,2,Edmonton Oilers,Justin StPierre,Don VanMassenhoven
2011020949,1,2,Buffalo Sabres,0,0,Anaheim Ducks,Kelly Sutherland,Dean Morton
2011020950,0,3,New Jersey Devils,1,4,Boston Bruins,Wes McCauley,Kevin Pollock
2011020951,0,4,Minnesota Wild,0,4,Montréal Canadiens,Dave Jackson,Marc Joannette
2011020952,0,3,New York Islanders,1,6,Philadelphia Flyers,Stephen Walkom,Tom Kowal
2011020953,1,3,New York Rangers,0,2,Carolina Hurricanes,Chris Rooney,Brad Meier
2011020954,0,0,Florida Panthers,1,7,Winnipeg Jets,Dennis LaRue,Greg Kimmerly
2011020955,1,2,Columbus Blue Jackets,0,0,Colorado Avalanche,Frederick L'Ecuyer,Brad Watson
2011020956,1,4,Calgary Flames,0,2,Phoenix Coyotes,Dan O'Halloran,Dean Morton
2011020957,0,0,St. Louis Blues,1,2,Vancouver Canucks,Justin StPierre,Eric Furlatt
2011020958,1,1,Buffalo Sabres,0,0,San Jose Sharks,Chris Lee,Ian Walsh
2011020959,1,5,New Jersey Devils,0,0,Washington Capitals,Paul Devorski,Tom Kowal
2011020960,1,2,Chicago Blackhawks,0,1,Ottawa Senators,Kelly Sutherland,Ghislain Hebert
2011020961,0,3,New York Rangers,1,4,Tampa Bay Lightning,Mike Leggo,Brian Pochmara
2011020962,0,0,Minnesota Wild,1,6,Detroit Red Wings,Tim Peel,Francois StLaurent
2011020963,1,3,Dallas Stars,0,1,Edmonton Oilers,Justin StPierre,Dennis LaRue
2011020964,0,2,Calgary Flames,1,3,Anaheim Ducks,Gord Dwyer,Steve Kozari
2011020965,1,3,New York Islanders,0,2,Boston Bruins,Jean Hebert,Marc Joannette
2011020966,1,3,Toronto Maple Leafs,0,1,Montréal Canadiens,Wes McCauley,Dave Jackson
2011020967,1,4,Tampa Bay Lightning,0,3,Carolina Hurricanes,Tim Peel,Francois StLaurent
2011020968,1,3,Nashville Predators,0,1,Florida Panthers,Mike Leggo,Brian Pochmara
2011020969,1,5,Columbus Blue Jackets,0,2,Phoenix Coyotes,Gord Dwyer,Steve Kozari
2011020970,1,5,Pittsburgh Penguins,0,1,Colorado Avalanche,Rob Martell,Brad Meier
2011020971,1,5,Buffalo Sabres,0,3,Vancouver Canucks,Eric Furlatt,Kyle Rehman
2011020972,0,2,Anaheim Ducks,1,4,Los Angeles Kings,Dan O'Rourke,Ian Walsh
2011020973,1,3,St. Louis Blues,0,1,San Jose Sharks,Frederick L'Ecuyer,Brad Watson
2011020974,0,0,New Jersey Devils,1,1,New York Islanders,Paul Devorski,Stephane Auger
2011020975,0,3,Boston Bruins,1,4,New York Rangers,Kelly Sutherland,Greg Kimmerly
2011020976,1,2,Chicago Blackhawks,0,1,Detroit Red Wings,Dan O'Halloran,Don VanMassenhoven
2011020977,0,2,Ottawa Senators,1,4,Florida Panthers,Mike Leggo,Ghislain Hebert
2011020978,0,2,Dallas Stars,0,2,Calgary Flames,Justin StPierre,Kevin Pollock
2011020979,1,1,Philadelphia Flyers,0,0,Washington Capitals,Wes McCauley,Francois StLaurent
2011020980,1,2,Colorado Avalanche,0,0,Minnesota Wild,Dennis LaRue,Tom Kowal
2011020981,0,1,Phoenix Coyotes,1,2,Pittsburgh Penguins,Chris Rooney,David Banfield
2011020982,0,1,Buffalo Sabres,1,3,Winnipeg Jets,Gord Dwyer,Eric Furlatt
2011020983,0,2,Edmonton Oilers,1,4,Anaheim Ducks,Brad Watson,Rob Martell
2011020984,1,5,Boston Bruins,0,4,Toronto Maple Leafs,Greg Kimmerly,Steve Kozari
2011020985,0,1,New York Rangers,1,4,New Jersey Devils,Dan O'Halloran,Chris Lee
2011020986,0,2,Detroit Red Wings,1,3,Philadelphia Flyers,Chris Rooney,Ian Walsh
2011020987,1,4,Carolina Hurricanes,0,3,Washington Capitals,Ghislain Hebert,Marc Joannette
2011020988,0,2,Phoenix Coyotes,1,3,Columbus Blue Jackets,Wes McCauley,Brian Pochmara
2011020989,1,7,Ottawa Senators,0,3,Tampa Bay Lightning,Paul Devorski,Frederick L'Ecuyer
2011020990,0,1,Chicago Blackhawks,1,5,St. Louis Blues,Dan O'Rourke,Kelly Sutherland
2011020991,1,5,Los Angeles Kings,0,4,Nashville Predators,Stephane Auger,Don VanMassenhoven
2011020992,0,1,Minnesota Wild,1,7,Colorado Avalanche,Mike Leggo,Justin StPierre
2011020993,0,4,Montréal Canadiens,1,5,Calgary Flames,Dennis LaRue,Kyle Rehman
2011020994,1,5,Dallas Stars,0,2,Vancouver Canucks,Kevin Pollock,Dean Morton
2011020995,0,2,Edmonton Oilers,0,2,San Jose Sharks,Dave Jackson,Rob Martell
2011020996,0,2,Carolina Hurricanes,1,3,Buffalo Sabres,Chris Lee,David Banfield
2011020997,0,2,Toronto Maple Leafs,1,3,Pittsburgh Penguins,Dan O'Rourke,Ghislain Hebert
2011020998,0,1,Buffalo Sabres,1,3,Boston Bruins,Tim Peel,Ian Walsh
2011020999,0,1,New York Islanders,1,5,New Jersey Devils,Wes McCauley,Kelly Sutherland
2011021000,0,0,Florida Panthers,1,5,Philadelphia Flyers,Ghislain Hebert,Brad Meier
2011021001,0,2,Tampa Bay Lightning,1,3,Washington Capitals,Dan O'Halloran,Stephane Auger
2011021002,0,1,Los Angeles Kings,1,3,Columbus Blue Jackets,Steve Kozari,Marcus Vinnerborg
2011021003,0,1,New York Rangers,1,4,Ottawa Senators,Brian Pochmara,Eric Furlatt
2011021004,0,1,Anaheim Ducks,1,3,St. Louis Blues,Frederick L'Ecuyer,Marc Joannette
2011021005,0,2,Colorado Avalanche,1,4,Nashville Predators,Chris Rooney,Stephen Walkom
2011021006,0,3,San Jose Sharks,0,3,Dallas Stars,Paul Devorski,Francois StLaurent
2011021007,0,2,Minnesota Wild,0,2,Phoenix Coyotes,Don VanMassenhoven,Rob Martell
2011021008,1,5,Montréal Canadiens,0,3,Edmonton Oilers,Kevin Pollock,Dean Morton
2011021009,0,2,Winnipeg Jets,1,3,Vancouver Canucks,Dave Jackson,Tom Kowal
2011021010,0,1,Florida Panthers,0,1,Pittsburgh Penguins,Greg Kimmerly,Marc Joannette
2011021011,0,3,Los Angeles Kings,1,4,Detroit Red Wings,Dan O'Rourke,Steve Kozari
2011021012,0,3,New York Rangers,1,4,Chicago Blackhawks,Frederick L'Ecuyer,Stephen Walkom
2011021013,0,3,Winnipeg Jets,1,5,Calgary Flames,Dave Jackson,Dean Morton
2011021014,1,4,Washington Capitals,0,3,Boston Bruins,Brian Pochmara,Tim Peel
2011021015,0,2,Edmonton Oilers,0,2,Colorado Avalanche,Paul Devorski,Francois StLaurent
2011021016,0,0,Philadelphia Flyers,0,0,Toronto Maple Leafs,Dennis LaRue,Don VanMassenhoven
2011021017,0,3,Buffalo Sabres,0,3,Ottawa Senators,Chris Rooney,Kelly Sutherland
2011021018,1,2,New Jersey Devils,0,1,New York Islanders,Gord Dwyer,Brad Meier
2011021019,1,4,Carolina Hurricanes,0,2,Tampa Bay Lightning,Wes McCauley,Rob Martell
2011021020,0,1,Columbus Blue Jackets,1,4,St. Louis Blues,Mike Hasenfratz,Kyle Rehman
2011021021,0,2,Detroit Red Wings,1,3,Nashville Predators,Brad Watson,Eric Furlatt
2011021022,0,0,Anaheim Ducks,1,2,Dallas Stars,Dan O'Halloran,Stephane Auger
2011021023,0,0,San Jose Sharks,1,3,Phoenix Coyotes,Justin StPierre,Chris Lee
2011021024,1,4,Montréal Canadiens,0,1,Vancouver Canucks,Dave Jackson,Kevin Pollock
2011021025,0,0,Toronto Maple Leafs,1,2,Washington Capitals,Dennis LaRue,Tim Peel
2011021026,0,0,Carolina Hurricanes,1,2,Florida Panthers,Wes McCauley,Frederick L'Ecuyer
2011021027,1,2,St. Louis Blues,0,1,Columbus Blue Jackets,Brian Pochmara,Steve Kozari
2011021028,1,4,Calgary Flames,0,3,Minnesota Wild,Stephen Walkom,Francois StLaurent
2011021029,0,1,Philadelphia Flyers,1,4,New Jersey Devils,Greg Kimmerly,Brad Meier
2011021030,0,3,New York Islanders,1,4,New York Rangers,Gord Dwyer,Brad Watson
2011021031,0,2,Los Angeles Kings,0,2,Chicago Blackhawks,Dan O'Halloran,Eric Furlatt
2011021032,0,2,Boston Bruins,1,5,Pittsburgh Penguins,Mike Leggo,Marc Joannette
2011021033,0,2,Montréal Canadiens,1,3,Buffalo Sabres,Mike Leggo,Don VanMassenhoven
2011021034,0,2,Anaheim Ducks,1,3,Colorado Avalanche,Dave Jackson,Justin StPierre
2011021035,1,3,San Jose Sharks,0,2,Edmonton Oilers,Ian Walsh,Tom Kowal
2011021036,0,4,Nashville Predators,0,4,Phoenix Coyotes,Paul Devorski,Kyle Rehman
2011021037,0,4,Washington Capitals,0,4,New York Islanders,Don VanMassenhoven,Dean Morton
2011021038,0,2,Carolina Hurricanes,1,4,New York Rangers,Greg Kimmerly,Brad Meier
2011021039,0,0,New Jersey Devils,1,3,Philadelphia Flyers,Tim Peel,Eric Furlatt
2011021040,0,1,Boston Bruins,1,6,Tampa Bay Lightning,Dennis LaRue,Frederick L'Ecuyer
2011021041,0,2,Toronto Maple Leafs,1,5,Florida Panthers,Dan O'Rourke,Kelly Sutherland
2011021042,1,1,Dallas Stars,0,0,Minnesota Wild,Chris Rooney,Brian Pochmara
2011021043,0,3,St. Louis Blues,0,3,Chicago Blackhawks,Brad Watson,Steve Kozari
2011021044,0,2,San Jose Sharks,1,3,Calgary Flames,Chris Lee,Tom Kowal
2011021045,0,2,Detroit Red Wings,1,5,Los Angeles Kings,Paul Devorski,Francois StLaurent
2011021046,0,4,Colorado Avalanche,0,4,Buffalo Sabres,Dan O'Halloran,Stephane Auger
2011021047,0,2,Ottawa Senators,0,2,Montréal Canadiens,Wes McCauley,Greg Kimmerly
2011021048,0,2,Dallas Stars,1,5,Winnipeg Jets,Mike Leggo,Chris Rooney
2011021049,0,0,Columbus Blue Jackets,1,3,Edmonton Oilers,Ian Walsh,Kyle Rehman
2011021050,1,5,Phoenix Coyotes,0,4,Vancouver Canucks,Stephen Walkom,Tom Kowal
2011021051,0,0,Detroit Red Wings,1,4,Anaheim Ducks,Dave Jackson,Francois StLaurent
2011021052,0,0,Colorado Avalanche,0,0,New Jersey Devils,Tim Peel,Brad Watson
2011021053,1,3,Philadelphia Flyers,0,2,New York Islanders,Stephane Auger,Kevin Pollock
2011021054,1,5,Pittsburgh Penguins,0,2,New York Rangers,Wes McCauley,Dan O'Halloran
2011021055,0,0,St. Louis Blues,1,2,Carolina Hurricanes,Dennis LaRue,Gord Dwyer
2011021056,1,3,Toronto Maple Leafs,0,1,Tampa Bay Lightning,Ghislain Hebert,Eric Furlatt
2011021057,0,2,Boston Bruins,1,6,Florida Panthers,Kelly Sutherland,Brad Meier
2011021058,0,1,Phoenix Coyotes,1,4,Calgary Flames,Stephen Walkom,Ian Walsh
2011021059,0,1,Nashville Predators,0,1,San Jose Sharks,Dan O'Rourke,Steve Kozari
2011021060,0,1,Montréal Canadiens,1,2,Ottawa Senators,Don VanMassenhoven,Chris Lee
2011021061,0,2,Washington Capitals,1,3,Winnipeg Jets,Mike Leggo,Kyle Rehman
2011021062,1,4,Chicago Blackhawks,0,1,Dallas Stars,Greg Kimmerly,Tom Kowal
2011021063,0,1,Calgary Flames,1,3,Edmonton Oilers,Mike Hasenfratz,Chris Rooney
2011021064,1,4,Los Angeles Kings,0,2,Anaheim Ducks,Dan O'Rourke,Brian Pochmara
2011021065,0,2,Philadelphia Flyers,0,2,Boston Bruins,Dave Jackson,Francois StLaurent
2011021066,1,5,Pittsburgh Penguins,0,2,New Jersey Devils,Wes McCauley,Frederick L'Ecuyer
2011021067,1,5,Carolina Hurricanes,0,3,Minnesota Wild,Paul Devorski,Dean Morton
2011021068,0,2,New York Islanders,0,2,Montréal Canadiens,Justin StPierre,Eric Furlatt
2011021069,1,3,Toronto Maple Leafs,0,1,Ottawa Senators,Don VanMassenhoven,Brad Watson
2011021070,1,3,Colorado Avalanche,0,1,New York Rangers,Chris Lee,Kevin Pollock
2011021071,1,3,St. Louis Blues,0,1,Tampa Bay Lightning,Gord Dwyer,Brad Meier
2011021072,0,2,Buffalo Sabres,0,2,Florida Panthers,Dan O'Halloran,Dennis LaRue
2011021073,0,3,Columbus Blue Jackets,1,4,Vancouver Canucks,Stephen Walkom,Rob Martell
2011021074,0,2,Nashville Predators,1,4,Los Angeles Kings,Ghislain Hebert,Marc Joannette
2011021075,0,2,Detroit Red Wings,1,3,San Jose Sharks,Dan O'Rourke,Brian Pochmara
2011021076,0,2,Pittsburgh Penguins,1,3,Philadelphia Flyers,Dave Jackson,Frederick L'Ecuyer
2011021077,0,2,Washington Capitals,1,5,Chicago Blackhawks,Wes McCauley,Paul Devorski
2011021078,0,1,Columbus Blue Jackets,0,1,Calgary Flames,Mike Leggo,Rob Martell
2011021079,0,2,Phoenix Coyotes,0,2,Edmonton Oilers,Mike Hasenfratz,Greg Kimmerly
2011021080,1,3,Nashville Predators,0,1,Anaheim Ducks,Marc Joannette,Tom Kowal
2011021081,1,4,Carolina Hurricanes,0,3,Winnipeg Jets,Chris Rooney,Dean Morton
2011021082,0,0,Toronto Maple Leafs,1,8,Boston Bruins,Chris Lee,Kevin Pollock
2011021083,0,2,New Jersey Devils,1,4,New York Rangers,Kelly Sutherland,Ian Walsh
2011021084,1,7,Buffalo Sabres,0,3,Tampa Bay Lightning,Dan O'Rourke,Justin StPierre
2011021085,1,5,Washington Capitals,0,3,Detroit Red Wings,Brian Pochmara,Steve Kozari
2011021086,0,0,Vancouver Canucks,1,2,Minnesota Wild,Dan O'Halloran,Kyle Rehman
2011021087,1,5,Anaheim Ducks,0,3,San Jose Sharks,Ghislain Hebert,Marc Joannette
2011021088,1,5,New York Islanders,0,2,Toronto Maple Leafs,Tim Peel,Steve Kozari
2011021089,1,2,Florida Panthers,0,1,Philadelphia Flyers,Stephen Walkom,Ian Walsh
2011021090,0,4,Winnipeg Jets,1,8,Pittsburgh Penguins,Kelly Sutherland,Chris Lee
2011021091,1,5,Chicago Blackhawks,0,1,Columbus Blue Jackets,Mike Hasenfratz,Dave Jackson
2011021092,1,1,New Jersey Devils,0,0,Ottawa Senators,Kevin Pollock,Dean Morton
2011021093,1,6,Edmonton Oilers,0,3,Nashville Predators,Paul Devorski,Gord Dwyer
2011021094,0,3,Phoenix Coyotes,0,3,Dallas Stars,Frederick L'Ecuyer,Eric Furlatt
2011021095,0,1,Calgary Flames,1,2,Colorado Avalanche,Wes McCauley,Greg Kimmerly
2011021096,0,2,San Jose Sharks,1,5,Los Angeles Kings,Mike Leggo,Ghislain Hebert
2011021097,0,0,Montréal Canadiens,1,3,Buffalo Sabres,Brian Pochmara,Tim Peel
2011021098,0,1,Florida Panthers,1,3,Carolina Hurricanes,Justin StPierre,Marc Joannette
2011021099,0,1,Detroit Red Wings,1,2,New York Rangers,Don VanMassenhoven,Stephen Walkom
2011021100,0,1,Vancouver Canucks,1,2,Chicago Blackhawks,Dan O'Halloran,Francois StLaurent
2011021101,0,3,St. Louis Blues,1,4,Anaheim Ducks,Dennis LaRue,Kyle Rehman
2011021102,0,1,Washington Capitals,0,1,Philadelphia Flyers,Paul Devorski,Kelly Sutherland
2011021103,0,1,Nashville Predators,1,5,Pittsburgh Penguins,Mike Hasenfratz,Chris Rooney
2011021104,0,2,Edmonton Oilers,0,2,Tampa Bay Lightning,Gord Dwyer,Eric Furlatt
2011021105,0,2,Calgary Flames,0,2,Minnesota Wild,Frederick L'Ecuyer,Chris Lee
2011021106,1,2,Vancouver Canucks,0,1,Dallas Stars,Wes McCauley,Brad Watson
2011021107,0,2,Colorado Avalanche,1,3,Phoenix Coyotes,Dan O'Rourke,Ghislain Hebert
2011021108,0,0,St. Louis Blues,0,0,Los Angeles Kings,Dave Jackson,Kyle Rehman
2011021109,0,1,Boston Bruins,1,2,San Jose Sharks,Dennis LaRue,Greg Kimmerly
2011021110,0,3,Toronto Maple Leafs,0,3,New Jersey Devils,Kelly Sutherland,Brian Pochmara
2011021111,1,4,Buffalo Sabres,0,1,New York Rangers,Chris Rooney,Kevin Pollock
2011021112,1,4,Winnipeg Jets,0,3,Washington Capitals,Marc Joannette,Steve Kozari
2011021113,0,1,Carolina Hurricanes,1,5,Columbus Blue Jackets,Tom Kowal,David Banfield
2011021114,0,1,Ottawa Senators,1,5,Montréal Canadiens,Ian Walsh,Brad Meier
2011021115,0,1,Edmonton Oilers,0,1,Florida Panthers,Tim Peel,Dean Morton
2011021116,0,1,Calgary Flames,1,4,Dallas Stars,Dan O'Halloran,Dennis LaRue
2011021117,1,4,Boston Bruins,0,2,Los Angeles Kings,Brad Watson,Rob Martell
2011021118,0,1,Minnesota Wild,1,3,Buffalo Sabres,Paul Devorski,Greg Kimmerly
2011021119,0,3,New York Rangers,0,3,Toronto Maple Leafs,Mike Leggo,Brian Pochmara
2011021120,0,4,Pittsburgh Penguins,1,8,Ottawa Senators,Ian Walsh,Brad Meier
2011021121,0,1,Montréal Canadiens,1,4,Philadelphia Flyers,Tom Kowal,Kevin Pollock
2011021122,0,3,New York Islanders,1,4,Tampa Bay Lightning,Mike Hasenfratz,Dean Morton
2011021123,0,4,Carolina Hurricanes,1,5,Detroit Red Wings,Gord Dwyer,Chris Lee
2011021124,0,1,Winnipeg Jets,1,3,Nashville Predators,Eric Furlatt,Kyle Rehman
2011021125,1,3,Vancouver Canucks,0,2,Colorado Avalanche,Dan O'Rourke,Ghislain Hebert
2011021126,0,3,Phoenix Coyotes,0,3,San Jose Sharks,Dave Jackson,Frederick L'Ecuyer
2011021127,1,6,Edmonton Oilers,0,3,Columbus Blue Jackets,Don VanMassenhoven,Marcus Vinnerborg
2011021128,0,0,Minnesota Wild,1,3,Washington Capitals,Mike Leggo,Tom Kowal
2011021129,0,2,New York Islanders,0,2,Florida Panthers,Mike Hasenfratz,Tim Peel
2011021130,0,2,New Jersey Devils,1,5,Pittsburgh Penguins,Justin StPierre,Stephen Walkom
2011021131,1,6,Nashville Predators,0,1,Chicago Blackhawks,Chris Rooney,Kelly Sutherland
2011021132,1,3,Boston Bruins,0,2,Anaheim Ducks,Brad Watson,Rob Martell
2011021133,1,4,St. Louis Blues,0,0,Phoenix Coyotes,Dave Jackson,Francois StLaurent
2011021134,1,5,Tampa Bay Lightning,0,3,Philadelphia Flyers,Chris Rooney,Ghislain Hebert
2011021135,0,2,Columbus Blue Jackets,1,7,Detroit Red Wings,Eric Furlatt,Dean Morton
2011021136,1,6,Ottawa Senators,0,4,Winnipeg Jets,Dan O'Rourke,Dennis LaRue
2011021137,0,4,Dallas Stars,1,5,Calgary Flames,Greg Kimmerly,Steve Kozari
2011021138,0,0,Los Angeles Kings,1,1,Vancouver Canucks,Frederick L'Ecuyer,Chris Lee
2011021139,0,1,Colorado Avalanche,1,5,San Jose Sharks,Dan O'Halloran,Francois StLaurent
2011021140,0,2,Tampa Bay Lightning,1,5,Boston Bruins,Kelly Sutherland,Justin StPierre
2011021141,1,3,Carolina Hurricanes,0,0,Toronto Maple Leafs,Mike Leggo,Tom Kowal
2011021142,0,1,Chicago Blackhawks,0,1,New Jersey Devils,Stephen Walkom,Ian Walsh
2011021143,1,5,New York Islanders,0,3,Pittsburgh Penguins,Dave Jackson,Eric Furlatt
2011021144,1,5,Buffalo Sabres,0,1,Washington Capitals,Mike Hasenfratz,Brad Meier
2011021145,0,2,Florida Panthers,0,2,Montréal Canadiens,Brian Pochmara,Marc Joannette
2011021146,0,0,Nashville Predators,1,3,St. Louis Blues,Paul Devorski,Rob Martell
2011021147,1,3,New York Rangers,0,2,Minnesota Wild,Wes McCauley,Gord Dwyer
2011021148,1,4,New York Rangers,0,2,Winnipeg Jets,Gord Dwyer,Brad Watson
2011021149,0,2,Detroit Red Wings,1,4,Columbus Blue Jackets,Don VanMassenhoven,Dean Morton
2011021150,1,3,Los Angeles Kings,0,0,Calgary Flames,Dan O'Rourke,Kevin Pollock
2011021151,1,3,Dallas Stars,0,1,Edmonton Oilers,Chris Lee,Kyle Rehman
2011021152,0,0,Colorado Avalanche,1,1,Vancouver Canucks,Greg Kimmerly,Steve Kozari
2011021153,0,1,San Jose Sharks,1,3,Anaheim Ducks,Dan O'Halloran,Francois StLaurent
2011021154,0,2,Washington Capitals,0,2,Boston Bruins,Stephen Walkom,Ian Walsh
2011021155,1,7,Philadelphia Flyers,0,1,Toronto Maple Leafs,Mike Hasenfratz,Wes McCauley
2011021156,0,4,Tampa Bay Lightning,1,6,New Jersey Devils,Marc Joannette,Tom Kowal
